PeakID (cmd=annotatePeaks.pl SPT5_T0_R2_peaks.broadPeak genome.fa -gid -gtf genes.gtf -cpu 2)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
SPT5_T0_R2_peak_643	XVI	678480	679337	+	25	NA	promoter-TSS (YPR063C)	protein_coding-promoter-TSS (YPR063C)	-43	YPR064W	YPR064W	YPR064W			YPR064W			protein_coding
SPT5_T0_R2_peak_345	X	115704	116601	+	25	NA	promoter-TSS (YJL162C)	protein_coding-promoter-TSS (YJL162C)	-142	tE(UUC)J	tE(UUC)J	tE(UUC)J			tE(UUC)J			tRNA
SPT5_T0_R2_peak_120	IV	811762	812031	+	25	NA	promoter-TSS (YDR173C)	protein_coding-promoter-TSS (YDR173C)	-214	YDR174W	YDR174W	YDR174W			HMO1			protein_coding
SPT5_T0_R2_peak_592	XV	761491	762418	+	25	NA	promoter-TSS (YOR224C)	protein_coding-promoter-TSS (YOR224C)	130	YOR226C	YOR226C	YOR226C			ISU2			protein_coding
SPT5_T0_R2_peak_447	XII	796446	797187	+	25	NA	promoter-TSS (YLR333C)	protein_coding-promoter-TSS (YLR333C)	262	YLR334C	YLR334C	YLR334C			YLR334C			protein_coding
SPT5_T0_R2_peak_638	XVI	581983	582426	+	25	NA	TTS (YPR010C-A)	protein_coding-TTS (YPR010C-A)	142	tK(CUU)P	tK(CUU)P	tK(CUU)P			tK(CUU)P			tRNA
SPT5_T0_R2_peak_71	III	127411	127933	+	25	NA	promoter-TSS (YCR007C)	protein_coding-promoter-TSS (YCR007C)	-44	tN(GUU)C	tN(GUU)C	tN(GUU)C			tN(GUU)C			tRNA
SPT5_T0_R2_peak_141	IV	1355652	1355922	+	25	NA	promoter-TSS (YDR447C)	protein_coding-promoter-TSS (YDR447C)	-234	YDR447C	YDR447C	YDR447C			RPS17B			protein_coding
SPT5_T0_R2_peak_352	X	220299	220742	+	25	NA	promoter-TSS (YJL106W)	protein_coding-promoter-TSS (YJL106W)	-504	YJL107C	YJL107C	YJL107C			YJL107C			protein_coding
SPT5_T0_R2_peak_205	V	192014	192340	+	25	NA	promoter-TSS (YER017C)	protein_coding-promoter-TSS (YER017C)	-389	YER017C	YER017C	YER017C			AFG3			protein_coding
SPT5_T0_R2_peak_217	V	342567	343395	+	25	NA	promoter-TSS (YER091C)	protein_coding-promoter-TSS (YER091C)	126	YER092W	YER092W	YER092W			IES5			protein_coding
SPT5_T0_R2_peak_463	XII	1012114	1012554	+	25	NA	promoter-TSS (YLR437C)	protein_coding-promoter-TSS (YLR437C)	-167	YLR438W	YLR438W	YLR438W			CAR2			protein_coding
SPT5_T0_R2_peak_219	V	353799	355329	+	25	NA	promoter-TSS (YER097W)	protein_coding-promoter-TSS (YER097W)	-370	tE(UUC)E2	tE(UUC)E2	tE(UUC)E2			tE(UUC)E2			tRNA
SPT5_T0_R2_peak_140	IV	1300854	1301465	+	25	NA	promoter-TSS (YDR418W)	protein_coding-promoter-TSS (YDR418W)	-457	YDR418W	YDR418W	YDR418W			RPL12B			protein_coding
SPT5_T0_R2_peak_57	II	628605	628822	+	24	NA	promoter-TSS (YBR203W)	protein_coding-promoter-TSS (YBR203W)	-455	YBR203W	YBR203W	YBR203W			COS111			protein_coding
SPT5_T0_R2_peak_573	XV	274411	274817	+	24	NA	promoter-TSS (YOL025W)	protein_coding-promoter-TSS (YOL025W)	-59	tS(GCU)O	tS(GCU)O	tS(GCU)O			tS(GCU)O			tRNA
SPT5_T0_R2_peak_319	VIII	55458	56240	+	24	NA	promoter-TSS (YHL024W)	protein_coding-promoter-TSS (YHL024W)	-800	YHL024W	YHL024W	YHL024W			RIM4			protein_coding
SPT5_T0_R2_peak_639	XVI	586025	586515	+	24	NA	promoter-TSS (YPR013C)	protein_coding-promoter-TSS (YPR013C)	-685	YPR013C	YPR013C	YPR013C			CMR3			protein_coding
SPT5_T0_R2_peak_346	X	119912	121694	+	24	NA	exon (YJL159W, exon 1 of 1)	protein_coding-exon (YJL159W, exon 1 of 1)	354	YJL159W	YJL159W	YJL159W			HSP150			protein_coding
SPT5_T0_R2_peak_98	IV	330540	330966	+	24	NA	promoter-TSS (YDL070W)	protein_coding-promoter-TSS (YDL070W)	-271	YDL070W	YDL070W	YDL070W			BDF2			protein_coding
SPT5_T0_R2_peak_445	XII	737644	737999	+	24	NA	promoter-TSS (YLR304C)	protein_coding-promoter-TSS (YLR304C)	-273	YLR304C	YLR304C	YLR304C			ACO1			protein_coding
SPT5_T0_R2_peak_425	XII	232311	234906	+	24	NA	exon (YLR044C, exon 1 of 1)	protein_coding-exon (YLR044C, exon 1 of 1)	473	YLR044C	YLR044C	YLR044C			PDC1			protein_coding
SPT5_T0_R2_peak_26	II	140486	141185	+	24	NA	promoter-TSS (YBL041W)	protein_coding-promoter-TSS (YBL041W)	-412	YBL041W	YBL041W	YBL041W			PRE7			protein_coding
SPT5_T0_R2_peak_188	MT	73793	74469	+	24	NA	promoter-TSS (Q0255)	protein_coding-promoter-TSS (Q0255)	-364	Q0255	Q0255	Q0255			Q0255			protein_coding
SPT5_T0_R2_peak_303	VII	958486	959746	+	24	NA	promoter-TSS (YGR233C)	protein_coding-promoter-TSS (YGR233C)	-788	YGR234W	YGR234W	YGR234W			YHB1			protein_coding
SPT5_T0_R2_peak_433	XII	521966	522639	+	23	NA	promoter-TSS (YLR183C)	protein_coding-promoter-TSS (YLR183C)	196	YLR184W	YLR184W	YLR184W			YLR184W			protein_coding
SPT5_T0_R2_peak_443	XII	728295	729260	+	23	NA	promoter-TSS (YLR299C-A)	protein_coding-promoter-TSS (YLR299C-A)	-178	YLR300W	YLR300W	YLR300W			EXG1			protein_coding
SPT5_T0_R2_peak_216	V	335416	335988	+	23	NA	promoter-TSS (YER088C)	protein_coding-promoter-TSS (YER088C)	-225	YER088W-B	YER088W-B	YER088W-B			YER088W-B			protein_coding
SPT5_T0_R2_peak_129	IV	1055965	1056192	+	23	NA	promoter-TSS (YDR297W)	protein_coding-promoter-TSS (YDR297W)	-473	YDR297W	YDR297W	YDR297W			SUR2			protein_coding
SPT5_T0_R2_peak_310	VII	1050356	1050618	+	23	NA	promoter-TSS (YGR279C)	protein_coding-promoter-TSS (YGR279C)	-529	YGR279C	YGR279C	YGR279C			SCW4			protein_coding
SPT5_T0_R2_peak_92	IV	221955	222229	+	23	NA	promoter-TSS (YDL133C-A)	protein_coding-promoter-TSS (YDL133C-A)	-291	YDL133C-A	YDL133C-A	YDL133C-A			RPL41B			protein_coding
SPT5_T0_R2_peak_382	XI	93461	93827	+	23	NA	promoter-TSS (YKL185W)	protein_coding-promoter-TSS (YKL185W)	-346	YKL186C	YKL186C	YKL186C			MTR2			protein_coding
SPT5_T0_R2_peak_477	XIII	158812	159153	+	23	NA	promoter-TSS (YML058W)	protein_coding-promoter-TSS (YML058W)	222	YML058W-A	YML058W-A	YML058W-A			HUG1			protein_coding
SPT5_T0_R2_peak_550	XIV	663659	665250	+	23	NA	promoter-TSS (YNR019W)	protein_coding-promoter-TSS (YNR019W)	184	YNR018W	YNR018W	YNR018W			RCF2			protein_coding
SPT5_T0_R2_peak_506	XIII	758425	759454	+	23	NA	promoter-TSS (YMR244C-A)	protein_coding-promoter-TSS (YMR244C-A)	-108	YMR244C-A	YMR244C-A	YMR244C-A			COA6			protein_coding
SPT5_T0_R2_peak_378	XI	25928	26269	+	23	NA	TTS (YKL215C)	protein_coding-TTS (YKL215C)	883	YKL216W	YKL216W	YKL216W			URA1			protein_coding
SPT5_T0_R2_peak_317	VIII	17405	18085	+	23	NA	TTS (YHL041W)	protein_coding-TTS (YHL041W)	353	YHL041W	YHL041W	YHL041W			YHL041W			protein_coding
SPT5_T0_R2_peak_360	X	374110	374486	+	23	NA	promoter-TSS (YJL039C)	protein_coding-promoter-TSS (YJL039C)	197	tD(GUC)J3	tD(GUC)J3	tD(GUC)J3			tD(GUC)J3			tRNA
SPT5_T0_R2_peak_18	II	36412	36651	+	23	NA	promoter-TSS (YBL099W)	protein_coding-promoter-TSS (YBL099W)	133	tF(GAA)B	tF(GAA)B	tF(GAA)B			tF(GAA)B			tRNA
SPT5_T0_R2_peak_518	XIV	62957	63680	+	23	NA	promoter-TSS (YNL302C)	protein_coding-promoter-TSS (YNL302C)	-375	YNL302C	YNL302C	YNL302C			RPS19B			protein_coding
SPT5_T0_R2_peak_159	IX	177553	177852	+	22	NA	promoter-TSS (YIL099W)	protein_coding-promoter-TSS (YIL099W)	-21	YIL100C-A	YIL100C-A	YIL100C-A			YIL100C-A			protein_coding
SPT5_T0_R2_peak_131	IV	1080404	1080900	+	22	NA	promoter-TSS (YDR309C)	protein_coding-promoter-TSS (YDR309C)	-453	YDR309C	YDR309C	YDR309C			GIC2			protein_coding
SPT5_T0_R2_peak_59	II	668333	668756	+	22	NA	promoter-TSS (YBR222C)	protein_coding-promoter-TSS (YBR222C)	-177	YBR223W-A	YBR223W-A	YBR223W-A			YBR223W-A			protein_coding
SPT5_T0_R2_peak_398	XI	321839	322752	+	22	NA	promoter-TSS (YKL062W)	protein_coding-promoter-TSS (YKL062W)	-777	YKL063C	YKL063C	YKL063C			YKL063C			protein_coding
SPT5_T0_R2_peak_249	VI	263132	263726	+	22	NA	promoter-TSS (YFR055W)	protein_coding-promoter-TSS (YFR055W)	-775	YFR055W	YFR055W	YFR055W			IRC7			protein_coding
SPT5_T0_R2_peak_343	X	82616	83308	+	22	NA	promoter-TSS (YJL184W)	protein_coding-promoter-TSS (YJL184W)	14	YJL185C	YJL185C	YJL185C			ATG36			protein_coding
SPT5_T0_R2_peak_76	III	178210	179362	+	22	NA	promoter-TSS (YCR031C)	protein_coding-promoter-TSS (YCR031C)	12	snR189	snR189	snR189			snR189			snoRNA
SPT5_T0_R2_peak_54	II	605450	606222	+	22	NA	promoter-TSS (YBR190W)	protein_coding-promoter-TSS (YBR190W)	-130	YBR190W	YBR190W	YBR190W			YBR190W			protein_coding
SPT5_T0_R2_peak_455	XII	875343	875547	+	22	NA	promoter-TSS (YLR377C)	protein_coding-promoter-TSS (YLR377C)	69	tK(UUU)L	tK(UUU)L	tK(UUU)L			tK(UUU)L			tRNA
SPT5_T0_R2_peak_580	XV	494493	494909	+	22	NA	promoter-TSS (YOR092W)	protein_coding-promoter-TSS (YOR092W)	-426	YOR092W	YOR092W	YOR092W			ECM3			protein_coding
SPT5_T0_R2_peak_106	IV	461450	461775	+	22	NA	promoter-TSS (YDR006C)	protein_coding-promoter-TSS (YDR006C)	-230	YDR007W	YDR007W	YDR007W			TRP1			protein_coding
SPT5_T0_R2_peak_189	MT	79265	79960	+	22	NA	exon (Q0275, exon 1 of 1)	protein_coding-exon (Q0275, exon 1 of 1)	399	Q0275	Q0275	Q0275			COX3			protein_coding
SPT5_T0_R2_peak_389	XI	203089	203373	+	22	NA	promoter-TSS (YKL127W)	protein_coding-promoter-TSS (YKL127W)	232	tK(CUU)K	tK(CUU)K	tK(CUU)K			tK(CUU)K			tRNA
SPT5_T0_R2_peak_648	XVI	794528	794848	+	22	NA	promoter-TSS (YPR130C)	protein_coding-promoter-TSS (YPR130C)	-190	YPR131C	YPR131C	YPR131C			NAT3			protein_coding
SPT5_T0_R2_peak_579	XV	487081	487619	+	22	NA	promoter-TSS (YOR086C)	protein_coding-promoter-TSS (YOR086C)	-89	tN(GUU)O2	tN(GUU)O2	tN(GUU)O2			tN(GUU)O2			tRNA
SPT5_T0_R2_peak_461	XII	949572	950988	+	22	NA	promoter-TSS (YLR413W)	protein_coding-promoter-TSS (YLR413W)	193	YLR412C-A	YLR412C-A	YLR412C-A			YLR412C-A			protein_coding
SPT5_T0_R2_peak_520	XIV	88940	90156	+	22	NA	promoter-TSS (YNL288W)	protein_coding-promoter-TSS (YNL288W)	338	snR40	snR40	snR40			snR40			snoRNA
SPT5_T0_R2_peak_404	XI	384955	385773	+	22	NA	promoter-TSS (YKL028W)	protein_coding-promoter-TSS (YKL028W)	-394	YKL028W	YKL028W	YKL028W			TFA1			protein_coding
SPT5_T0_R2_peak_198	V	86519	86739	+	22	NA	promoter-TSS (YEL032W)	protein_coding-promoter-TSS (YEL032W)	25	tS(AGA)E	tS(AGA)E	tS(AGA)E			tS(AGA)E			tRNA
SPT5_T0_R2_peak_603	XV	907816	909065	+	22	NA	promoter-TSS (YOR316C)	protein_coding-promoter-TSS (YOR316C)	-505	YOR316C-A	YOR316C-A	YOR316C-A			YOR316C-A			protein_coding
SPT5_T0_R2_peak_304	VII	974221	974721	+	21	NA	promoter-TSS (YGR240C)	protein_coding-promoter-TSS (YGR240C)	306	YGR240C-A	YGR240C-A	YGR240C-A			YGR240C-A			protein_coding
SPT5_T0_R2_peak_586	XV	639004	639506	+	21	NA	promoter-TSS (YOR161C)	protein_coding-promoter-TSS (YOR161C)	12	YOR161C-C	YOR161C-C	YOR161C-C			YOR161C-C			protein_coding
SPT5_T0_R2_peak_221	V	386749	387084	+	21	NA	promoter-TSS (YER112W)	protein_coding-promoter-TSS (YER112W)	-316	YER112W	YER112W	YER112W			LSM4			protein_coding
SPT5_T0_R2_peak_195	V	61069	61493	+	21	NA	promoter-TSS (YEL050C)	protein_coding-promoter-TSS (YEL050C)	-71	snR67	snR67	snR67			snR67			snoRNA
SPT5_T0_R2_peak_644	XVI	695141	695591	+	21	NA	promoter-TSS (YPR074C)	protein_coding-promoter-TSS (YPR074C)	348	YPR074W-A	YPR074W-A	YPR074W-A			YPR074W-A			protein_coding
SPT5_T0_R2_peak_616	XVI	40459	40860	+	21	NA	promoter-TSS (YPL265W)	protein_coding-promoter-TSS (YPL265W)	-384	YPL265W	YPL265W	YPL265W			DIP5			protein_coding
SPT5_T0_R2_peak_548	XIV	631337	632789	+	21	NA	promoter-TSS (tN(GUU)N2)	tRNA-promoter-TSS (tN(GUU)N2)	-146	tP(AGG)N	tP(AGG)N	tP(AGG)N			SUF10			tRNA
SPT5_T0_R2_peak_446	XII	790027	790242	+	21	NA	promoter-TSS (YLR332W)	protein_coding-promoter-TSS (YLR332W)	-542	YLR332W	YLR332W	YLR332W			MID2			protein_coding
SPT5_T0_R2_peak_46	II	466209	466599	+	21	NA	promoter-TSS (YBR112C)	protein_coding-promoter-TSS (YBR112C)	-634	YBR112C	YBR112C	YBR112C			CYC8			protein_coding
SPT5_T0_R2_peak_174	IX	388412	389245	+	21	NA	TTS (YIR019C)	protein_coding-TTS (YIR019C)	-3127	YIR018C-A	YIR018C-A	YIR018C-A			YIR018C-A			protein_coding
SPT5_T0_R2_peak_354	X	227806	228390	+	21	NA	TTS (YJL103C)	protein_coding-TTS (YJL103C)	381	snR37	snR37	snR37			snR37			snoRNA
SPT5_T0_R2_peak_286	VII	706882	707199	+	21	NA	promoter-TSS (YGR109C)	protein_coding-promoter-TSS (YGR109C)	139	tC(GCA)G	tC(GCA)G	tC(GCA)G			tC(GCA)G			tRNA
SPT5_T0_R2_peak_571	XV	234199	234614	+	21	NA	promoter-TSS (YOL051W)	protein_coding-promoter-TSS (YOL051W)	60	snR81	snR81	snR81			snR81			snoRNA
SPT5_T0_R2_peak_224	V	422044	423458	+	21	NA	promoter-TSS (YER130C)	protein_coding-promoter-TSS (YER130C)	-305	YER130C	YER130C	YER130C			COM2			protein_coding
SPT5_T0_R2_peak_442	XII	722769	723774	+	21	NA	promoter-TSS (YLR295C)	protein_coding-promoter-TSS (YLR295C)	293	YLR296W	YLR296W	YLR296W			YLR296W			protein_coding
SPT5_T0_R2_peak_583	XV	520619	520843	+	21	NA	promoter-TSS (YOR107W)	protein_coding-promoter-TSS (YOR107W)	-622	YOR107W	YOR107W	YOR107W			RGS2			protein_coding
SPT5_T0_R2_peak_237	VI	16593	16853	+	21	NA	promoter-TSS (YFL055W)	protein_coding-promoter-TSS (YFL055W)	-281	YFL055W	YFL055W	YFL055W			AGP3			protein_coding
SPT5_T0_R2_peak_650	XVI	822163	822396	+	21	NA	promoter-TSS (YPR144C)	protein_coding-promoter-TSS (YPR144C)	-341	YPR145W	YPR145W	YPR145W			ASN1			protein_coding
SPT5_T0_R2_peak_175	IX	394902	395184	+	21	NA	promoter-TSS (PWR1)	ncRNA-promoter-TSS (PWR1)	126	YIR020W-A	YIR020W-A	YIR020W-A			YIR020W-A			protein_coding
SPT5_T0_R2_peak_329	VIII	267114	267428	+	21	NA	promoter-TSS (YHR080C)	protein_coding-promoter-TSS (YHR080C)	-267	YHR081W	YHR081W	YHR081W			LRP1			protein_coding
SPT5_T0_R2_peak_34	II	251107	251500	+	21	NA	promoter-TSS (YBR007C)	protein_coding-promoter-TSS (YBR007C)	-287	YBR007C	YBR007C	YBR007C			DSF2			protein_coding
SPT5_T0_R2_peak_20	II	47015	47901	+	21	NA	promoter-TSS (YBL091C-A)	protein_coding-promoter-TSS (YBL091C-A)	-278	YBL091C-A	YBL091C-A	YBL091C-A			SCS22			protein_coding
SPT5_T0_R2_peak_112	IV	539042	539626	+	21	NA	promoter-TSS (YDR040C)	protein_coding-promoter-TSS (YDR040C)	-469	YDR041W	YDR041W	YDR041W			RSM10			protein_coding
SPT5_T0_R2_peak_206	V	211929	212339	+	21	NA	promoter-TSS (YER028C)	protein_coding-promoter-TSS (YER028C)	-258	YER028C	YER028C	YER028C			MIG3			protein_coding
SPT5_T0_R2_peak_181	MT	20061	21414	+	21	NA	TTS (Q0060)	protein_coding-TTS (Q0060)	-3419	Q0075	Q0075	Q0075			AI5_BETA			protein_coding
SPT5_T0_R2_peak_296	VII	823478	823823	+	21	NA	promoter-TSS (YGR161C-C)	protein_coding-promoter-TSS (YGR161C-C)	168	tV(AAC)G2	tV(AAC)G2	tV(AAC)G2			tV(AAC)G2			tRNA
SPT5_T0_R2_peak_527	XIV	301277	302451	+	21	NA	promoter-TSS (YNL178W)	protein_coding-promoter-TSS (YNL178W)	-761	YNL179C	YNL179C	YNL179C			YNL179C			protein_coding
SPT5_T0_R2_peak_28	II	164244	165539	+	21	NA	promoter-TSS (YBL029C-A)	protein_coding-promoter-TSS (YBL029C-A)	-119	YBL029C-A	YBL029C-A	YBL029C-A			YBL029C-A			protein_coding
SPT5_T0_R2_peak_596	XV	832178	832725	+	21	NA	promoter-TSS (YOR271C)	protein_coding-promoter-TSS (YOR271C)	119	snR8	snR8	snR8			snR8			snoRNA
SPT5_T0_R2_peak_79	III	227944	228992	+	21	NA	promoter-TSS (YCR064C)	protein_coding-promoter-TSS (YCR064C)	37	YCR064C	YCR064C	YCR064C			YCR064C			protein_coding
SPT5_T0_R2_peak_289	VII	739150	739491	+	21	NA	promoter-TSS (YGR124W)	protein_coding-promoter-TSS (YGR124W)	198	tI(AAU)G	tI(AAU)G	tI(AAU)G			tI(AAU)G			tRNA
SPT5_T0_R2_peak_61	II	697621	698008	+	21	NA	promoter-TSS (YBR238C)	protein_coding-promoter-TSS (YBR238C)	-512	YBR238C	YBR238C	YBR238C			YBR238C			protein_coding
SPT5_T0_R2_peak_407	XI	463027	463815	+	20	NA	promoter-TSS (YKR011C)	protein_coding-promoter-TSS (YKR011C)	-538	YKR013W	YKR013W	YKR013W			PRY2			protein_coding
SPT5_T0_R2_peak_127	IV	1011501	1012157	+	20	NA	promoter-TSS (YDR275W)	protein_coding-promoter-TSS (YDR275W)	131	YDR274C	YDR274C	YDR274C			YDR274C			protein_coding
SPT5_T0_R2_peak_80	III	236534	236998	+	20	NA	promoter-TSS (YCR067C)	protein_coding-promoter-TSS (YCR067C)	-444	YCR067C	YCR067C	YCR067C			SED4			protein_coding
SPT5_T0_R2_peak_441	XII	710543	710826	+	20	NA	promoter-TSS (YLR286C)	protein_coding-promoter-TSS (YLR286C)	-548	YLR286C	YLR286C	YLR286C			CTS1			protein_coding
SPT5_T0_R2_peak_588	XV	663478	663743	+	20	NA	TTS (YOR176W)	protein_coding-TTS (YOR176W)	275	tV(AAC)O	tV(AAC)O	tV(AAC)O			tV(AAC)O			tRNA
SPT5_T0_R2_peak_451	XII	826708	828581	+	20	NA	exon (YLR348C, exon 1 of 1)	protein_coding-exon (YLR348C, exon 1 of 1)	123	YLR349W	YLR349W	YLR349W			YLR349W			protein_coding
SPT5_T0_R2_peak_97	IV	321740	322087	+	20	NA	promoter-TSS (YDL075W)	protein_coding-promoter-TSS (YDL075W)	-313	YDL075W	YDL075W	YDL075W			RPL31A			protein_coding
SPT5_T0_R2_peak_630	XVI	406114	406566	+	20	NA	promoter-TSS (YPL079W)	protein_coding-promoter-TSS (YPL079W)	158	YPL080C	YPL080C	YPL080C			YPL080C			protein_coding
SPT5_T0_R2_peak_342	X	79924	80125	+	20	NA	promoter-TSS (YJL186W)	protein_coding-promoter-TSS (YJL186W)	-131	YJL186W	YJL186W	YJL186W			MNN5			protein_coding
SPT5_T0_R2_peak_91	IV	217332	217565	+	20	NA	promoter-TSS (YDL136W)	protein_coding-promoter-TSS (YDL136W)	-152	YDL136W	YDL136W	YDL136W			RPL35B			protein_coding
SPT5_T0_R2_peak_628	XVI	378570	378852	+	20	NA	promoter-TSS (YPL090C)	protein_coding-promoter-TSS (YPL090C)	-316	YPL090C	YPL090C	YPL090C			RPS6A			protein_coding
SPT5_T0_R2_peak_436	XII	637749	639544	+	20	NA	exon (YLR249W, exon 1 of 1)	protein_coding-exon (YLR249W, exon 1 of 1)	-1671	YLR250W	YLR250W	YLR250W			SSP120			protein_coding
SPT5_T0_R2_peak_119	IV	769189	769810	+	20	NA	promoter-TSS (YDR154C)	protein_coding-promoter-TSS (YDR154C)	-26	YDR156W	YDR156W	YDR156W			RPA14			protein_coding
SPT5_T0_R2_peak_526	XIV	281648	282049	+	20	NA	promoter-TSS (YNL190W)	protein_coding-promoter-TSS (YNL190W)	-547	YNL190W	YNL190W	YNL190W			YNL190W			protein_coding
SPT5_T0_R2_peak_55	II	613042	615289	+	20	NA	promoter-TSS (YBR196C)	protein_coding-promoter-TSS (YBR196C)	8	YBR196C-A	YBR196C-A	YBR196C-A			YBR196C-A			protein_coding
SPT5_T0_R2_peak_330	VIII	292818	293975	+	20	NA	promoter-TSS (YHR094C)	protein_coding-promoter-TSS (YHR094C)	453	YHR095W	YHR095W	YHR095W			YHR095W			protein_coding
SPT5_T0_R2_peak_391	XI	230079	231726	+	20	NA	Intergenic	Intergenic	-1022	YKL110C	YKL110C	YKL110C			KTI12			protein_coding
SPT5_T0_R2_peak_566	XV	167964	168585	+	20	NA	promoter-TSS (YOL082W)	protein_coding-promoter-TSS (YOL082W)	-453	YOL082W	YOL082W	YOL082W			ATG19			protein_coding
SPT5_T0_R2_peak_605	XV	931271	931873	+	20	NA	promoter-TSS (YOR327C)	protein_coding-promoter-TSS (YOR327C)	-231	YOR328W	YOR328W	YOR328W			PDR10			protein_coding
SPT5_T0_R2_peak_509	XIII	797950	798324	+	20	NA	promoter-TSS (YMR265C)	protein_coding-promoter-TSS (YMR265C)	-212	YMR265C	YMR265C	YMR265C			YMR265C			protein_coding
SPT5_T0_R2_peak_283	VII	592361	592919	+	20	NA	promoter-TSS (YGR050C)	protein_coding-promoter-TSS (YGR050C)	-198	YGR050C	YGR050C	YGR050C			YGR050C			protein_coding
SPT5_T0_R2_peak_60	II	679935	681183	+	20	NA	promoter-TSS (YBR230C)	protein_coding-promoter-TSS (YBR230C)	197	YBR230W-A	YBR230W-A	YBR230W-A			YBR230W-A			protein_coding
SPT5_T0_R2_peak_191	V	42098	42772	+	20	NA	promoter-TSS (YEL058W)	protein_coding-promoter-TSS (YEL058W)	189	YEL059C-A	YEL059C-A	YEL059C-A			SOM1			protein_coding
SPT5_T0_R2_peak_336	VIII	505647	505920	+	20	NA	promoter-TSS (YHR203C)	protein_coding-promoter-TSS (YHR203C)	-253	YHR203C	YHR203C	YHR203C			RPS4B			protein_coding
SPT5_T0_R2_peak_577	XV	443823	444352	+	20	NA	promoter-TSS (YOR062C)	protein_coding-promoter-TSS (YOR062C)	-556	YOR062C	YOR062C	YOR062C			YOR062C			protein_coding
SPT5_T0_R2_peak_86	IV	42384	42594	+	19	NA	promoter-TSS (YDL230W)	protein_coding-promoter-TSS (YDL230W)	-211	YDL230W	YDL230W	YDL230W			PTP1			protein_coding
SPT5_T0_R2_peak_458	XII	921570	922329	+	19	NA	promoter-TSS (YLR399C)	protein_coding-promoter-TSS (YLR399C)	-114	YLR400W	YLR400W	YLR400W			YLR400W			protein_coding
SPT5_T0_R2_peak_636	XVI	502435	503323	+	19	NA	promoter-TSS (YPL024W)	protein_coding-promoter-TSS (YPL024W)	151	YPL025C	YPL025C	YPL025C			YPL025C			protein_coding
SPT5_T0_R2_peak_23	II	101372	101774	+	19	NA	promoter-TSS (YBL063W)	protein_coding-promoter-TSS (YBL063W)	-313	YBL063W	YBL063W	YBL063W			KIP1			protein_coding
SPT5_T0_R2_peak_627	XVI	296825	297274	+	19	NA	promoter-TSS (YPL135W)	protein_coding-promoter-TSS (YPL135W)	-402	YPL137C	YPL137C	YPL137C			GIP3			protein_coding
SPT5_T0_R2_peak_239	VI	54450	55270	+	19	NA	promoter-TSS (YFL039C)	protein_coding-promoter-TSS (YFL039C)	-164	YFL039C	YFL039C	YFL039C			ACT1			protein_coding
SPT5_T0_R2_peak_624	XVI	174409	174876	+	19	NA	promoter-TSS (YPL196W)	protein_coding-promoter-TSS (YPL196W)	114	YPL197C	YPL197C	YPL197C			YPL197C			protein_coding
SPT5_T0_R2_peak_488	XIII	349807	350045	+	19	NA	promoter-TSS (YMR039C)	protein_coding-promoter-TSS (YMR039C)	-404	YMR039C	YMR039C	YMR039C			SUB1			protein_coding
SPT5_T0_R2_peak_560	XV	93002	93426	+	19	NA	promoter-TSS (YOL121C)	protein_coding-promoter-TSS (YOL121C)	-364	YOL121C	YOL121C	YOL121C			RPS19A			protein_coding
SPT5_T0_R2_peak_45	II	452196	452514	+	19	NA	promoter-TSS (YBR105C)	protein_coding-promoter-TSS (YBR105C)	-303	YBR106W	YBR106W	YBR106W			PHO88			protein_coding
SPT5_T0_R2_peak_89	IV	132796	133167	+	19	NA	promoter-TSS (YDL182W)	protein_coding-promoter-TSS (YDL182W)	-456	YDL182W	YDL182W	YDL182W			LYS20			protein_coding
SPT5_T0_R2_peak_110	IV	507343	508227	+	19	NA	promoter-TSS (YDR033W)	protein_coding-promoter-TSS (YDR033W)	-362	YDR033W	YDR033W	YDR033W			MRH1			protein_coding
SPT5_T0_R2_peak_149	IV	1493218	1494179	+	19	NA	promoter-TSS (YDR528W)	protein_coding-promoter-TSS (YDR528W)	-672	snR84	snR84	snR84			snR84			snoRNA
SPT5_T0_R2_peak_78	III	224883	225452	+	19	NA	promoter-TSS (YCR059C)	protein_coding-promoter-TSS (YCR059C)	-396	YCR061W	YCR061W	YCR061W			YCR061W			protein_coding
SPT5_T0_R2_peak_541	XIV	547422	547629	+	19	NA	promoter-TSS (YNL042W)	protein_coding-promoter-TSS (YNL042W)	412	YNL042W-B	YNL042W-B	YNL042W-B			YNL042W-B			protein_coding
SPT5_T0_R2_peak_399	XI	325779	328378	+	19	NA	TTS (YKL061W)	protein_coding-TTS (YKL061W)	409	YKL060C	YKL060C	YKL060C			FBA1			protein_coding
SPT5_T0_R2_peak_67	III	82404	82600	+	19	NA	promoter-TSS (YCL022C)	protein_coding-promoter-TSS (YCL022C)	31	tE(UUC)C	tE(UUC)C	tE(UUC)C			tE(UUC)C			tRNA
SPT5_T0_R2_peak_385	XI	108985	109207	+	19	NA	promoter-TSS (YKL180W)	protein_coding-promoter-TSS (YKL180W)	-173	YKL180W	YKL180W	YKL180W			RPL17A			protein_coding
