chr	start	end	interval_id	num_peaks	num_samples	SPT5_T0_R1.bool	SPT5_T0_R2.bool	SPT5_T15_R1.bool	SPT5_T15_R2.bool	SPT5_T0_R1.fc	SPT5_T0_R2.fc	SPT5_T15_R1.fc	SPT5_T15_R2.fc	SPT5_T0_R1.qval	SPT5_T0_R2.qval	SPT5_T15_R1.qval	SPT5_T15_R2.qval	SPT5_T0_R1.pval	SPT5_T0_R2.pval	SPT5_T15_R1.pval	SPT5_T15_R2.pval	SPT5_T0_R1.start	SPT5_T0_R2.start	SPT5_T15_R1.start	SPT5_T15_R2.start	SPT5_T0_R1.end	SPT5_T0_R2.end	SPT5_T15_R1.end	SPT5_T15_R2.end
X	173244	173539	Interval_774	1	1	FALSE	FALSE	TRUE	FALSE	NA	NA	3.77102	NA	NA	NA	3.2264	NA	NA	NA	5.15341	NA	NA	NA	173244	NA	NA	NA	173539	NA
X	181361	181839	Interval_775	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	2.89024	NA	NA	NA	1.4606	NA	NA	NA	3.0781	NA	NA	NA	181361	NA	NA	NA	181839
X	184042	184413	Interval_776	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	2.83692	NA	NA	NA	1.37104	NA	NA	NA	2.96074	NA	NA	NA	184042	NA	NA	NA	184413
X	191232	192330	Interval_777	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	3.25823	NA	NA	NA	2.00113	NA	NA	NA	3.75356	NA	NA	NA	191232	NA	NA	NA	192330
X	194964	196148	Interval_778	4	4	TRUE	TRUE	TRUE	TRUE	3.97813	3.80006	4.77733	2.67276	2.97256	2.90226	4.42864	1.24338	4.92006	4.88169	6.55785	2.81464	195369	195381	195367	194964	196148	196142	195707	196039
X	204755	205211	Interval_779	1	1	TRUE	FALSE	FALSE	FALSE	3.10886	NA	NA	NA	1.69653	NA	NA	NA	3.40135	NA	NA	NA	204755	NA	NA	NA	205211	NA	NA	NA
X	220281	220803	Interval_780	4	4	TRUE	TRUE	TRUE	TRUE	3.58418	3.75522	4.87681	4.57044	2.39419	2.57714	4.98349	4.05214	4.24302	4.47979	7.18074	6.20196	220293	220298	220303	220281	220732	220742	220796	220803
X	223768	224429	Interval_781	3	3	TRUE	TRUE	TRUE	FALSE	2.90725	3.01175	3.55878	NA	1.44834	1.74496	2.54651	NA	3.08746	3.50753	4.37987	NA	223872	224108	223768	NA	224391	224429	224429	NA
X	227805	228663	Interval_782	3	3	TRUE	TRUE	FALSE	TRUE	2.87667	3.49309	NA	2.64542	1.38538	2.15155	NA	1.08033	3.0033	4.02499	NA	2.65062	227942	227805	NA	227943	228374	228390	NA	228663
X	236400	237166	Interval_783	2	2	FALSE	FALSE	TRUE	TRUE	NA	NA	3.1376	3.83184	NA	NA	2.16277	2.87783	NA	NA	3.91784	4.81253	NA	NA	236707	236400	NA	NA	237166	236856
X	256873	257180	Interval_784	4	4	TRUE	TRUE	TRUE	TRUE	2.87561	3.15015	3.95919	2.74611	1.34768	1.67642	3.04836	1.25141	3.00473	3.44402	4.97612	2.82798	256890	256879	256873	256891	257122	257097	257180	257125
X	262678	262852	Interval_785	1	1	TRUE	FALSE	FALSE	FALSE	2.85152	NA	NA	NA	1.32067	NA	NA	NA	2.96788	NA	NA	NA	262678	NA	NA	NA	262852	NA	NA	NA
X	268399	268802	Interval_786	2	2	FALSE	FALSE	TRUE	TRUE	NA	NA	4.10631	4.06694	NA	NA	3.28516	3.17765	NA	NA	5.24629	5.19092	NA	NA	268497	268399	NA	NA	268702	268802
X	278258	278982	Interval_787	2	2	TRUE	FALSE	TRUE	FALSE	2.73555	NA	2.82558	NA	1.20383	NA	1.43319	NA	2.79287	NA	3.04911	NA	278258	NA	278687	NA	278696	NA	278982	NA
X	291155	291488	Interval_788	2	2	FALSE	TRUE	FALSE	TRUE	NA	3.24288	NA	3.40266	NA	1.85795	NA	2.1381	NA	3.62417	NA	3.93172	NA	291155	NA	291155	NA	291488	NA	291367
X	294194	295305	Interval_789	4	4	TRUE	TRUE	TRUE	TRUE	5.14514	4.73135	4.24793	5.9742	5.37289	4.2019	4.17023	6.54847	7.67679	6.34562	6.2262	9.19574	294414	294373	294194	294414	295066	295071	295305	295066
X	314275	314602	Interval_790	1	1	FALSE	FALSE	TRUE	FALSE	NA	NA	2.74109	NA	NA	NA	1.35738	NA	NA	NA	2.94642	NA	NA	NA	314275	NA	NA	NA	314602	NA
X	337365	338035	Interval_791	3	3	FALSE	TRUE	TRUE	TRUE	NA	3.29531	4.01736	3.30804	NA	1.91718	3.20252	2.03928	NA	3.72088	5.13565	3.81074	NA	337369	337365	337431	NA	337871	338035	337871
X	348796	349070	Interval_792	1	1	FALSE	FALSE	TRUE	FALSE	NA	NA	2.91193	NA	NA	NA	1.48107	NA	NA	NA	3.10808	NA	NA	NA	348796	NA	NA	NA	349070	NA
X	354159	354433	Interval_793	2	2	TRUE	FALSE	TRUE	FALSE	3.22474	NA	3.33347	NA	1.80612	NA	2.01207	NA	3.56631	NA	3.78461	NA	354170	NA	354159	NA	354433	NA	354355	NA
X	355398	355819	Interval_794	3	3	TRUE	FALSE	TRUE	TRUE	4.28147	NA	4.11074	3.74692	3.41633	NA	3.23724	2.59703	5.44967	NA	5.20199	4.51321	355398	NA	355416	355430	355586	NA	355791	355819
X	360483	361087	Interval_795	4	4	TRUE	TRUE	TRUE	TRUE	3.03197	4.12221	3.77029	3.46961	1.69909	3.26627	3.21702	2.40397	3.40483	5.31235	5.13338	4.25532	360659	360726	360483	360639	360992	360976	361085	361087
X	374072	374486	Interval_796	2	2	FALSE	TRUE	FALSE	TRUE	NA	3.62273	NA	2.83309	NA	2.37167	NA	1.38593	NA	4.24545	NA	2.96794	NA	374109	NA	374072	NA	374486	NA	374415
X	378389	378702	Interval_797	2	2	TRUE	FALSE	TRUE	FALSE	4.63677	NA	3.12149	NA	4.05736	NA	1.80123	NA	6.17597	NA	3.49345	NA	378389	NA	378437	NA	378641	NA	378702	NA
X	380582	381170	Interval_798	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	2.83737	NA	NA	NA	1.40229	NA	NA	NA	3.00249	NA	NA	NA	380582	NA	NA	NA	381170
X	391023	392159	Interval_799	4	4	TRUE	TRUE	TRUE	TRUE	3.24763	4.10373	4.14564	4.51387	2.31867	3.28863	4.70798	4.28372	4.11609	5.3132	6.84844	6.50086	391624	391175	391023	391116	392149	392159	392122	392146
X	396697	397139	Interval_800	1	1	FALSE	TRUE	FALSE	FALSE	NA	2.75225	NA	NA	NA	1.20315	NA	NA	NA	2.81655	NA	NA	NA	396697	NA	NA	NA	397139	NA	NA
X	398101	398393	Interval_801	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	2.78338	NA	NA	NA	1.31541	NA	NA	NA	2.90604	NA	NA	NA	398101	NA	NA	NA	398393
X	404741	405143	Interval_802	1	1	FALSE	FALSE	TRUE	FALSE	NA	NA	2.95032	NA	NA	NA	1.5695	NA	NA	NA	3.20144	NA	NA	NA	404741	NA	NA	NA	405143	NA
X	414983	415174	Interval_803	1	1	TRUE	FALSE	FALSE	FALSE	2.60585	NA	NA	NA	1.04594	NA	NA	NA	2.59189	NA	NA	NA	414983	NA	NA	NA	415174	NA	NA	NA
X	415884	416081	Interval_804	1	1	FALSE	TRUE	FALSE	FALSE	NA	3.28442	NA	NA	NA	1.89247	NA	NA	NA	3.67834	NA	NA	NA	415884	NA	NA	NA	416081	NA	NA
X	424215	425000	Interval_805	3	3	TRUE	TRUE	FALSE	TRUE	4.64662	3.25875	NA	3.80772	3.97317	1.87913	NA	2.99588	6.10467	3.66346	NA	4.95486	424225	424215	NA	424271	424616	425000	NA	424498
X	436016	436237	Interval_806	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	2.88467	NA	NA	NA	1.43038	NA	NA	NA	3.03606	NA	NA	NA	436016	NA	NA	NA	436237
X	453667	455949	Interval_807	4	4	TRUE	TRUE	TRUE	TRUE	3.6599	3.26957	4.05168	3.10738	2.62276	1.89807	3.41378	1.75399	4.47253	3.67392	5.35751	3.4504	454846	453667	455065	454915	455946	455922	455934	455949
X	462232	462560	Interval_808	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	2.73145	NA	NA	NA	1.19201	NA	NA	NA	2.78901	NA	NA	NA	462232	NA	NA	NA	462560
X	465743	466389	Interval_809	2	2	FALSE	TRUE	FALSE	TRUE	NA	2.72685	NA	2.96865	NA	1.16595	NA	1.5526	NA	2.77293	NA	3.21079	NA	465743	NA	465996	NA	466256	NA	466389
X	517637	517857	Interval_810	1	1	FALSE	FALSE	TRUE	FALSE	NA	NA	2.75429	NA	NA	NA	1.31526	NA	NA	NA	2.90646	NA	NA	NA	517637	NA	NA	NA	517857	NA
X	521460	521956	Interval_811	3	3	TRUE	TRUE	TRUE	FALSE	3.32543	2.91222	3.17923	NA	2.03634	1.39645	1.97	NA	3.80338	3.06643	3.70139	NA	521472	521460	521713	NA	521871	521918	521956	NA
X	523976	524678	Interval_812	1	1	TRUE	FALSE	FALSE	FALSE	3.80906	NA	NA	NA	2.72125	NA	NA	NA	4.62058	NA	NA	NA	523976	NA	NA	NA	524678	NA	NA	NA
X	525043	526979	Interval_813	4	4	TRUE	TRUE	TRUE	TRUE	3.30782	4.12509	2.69063	3.67296	1.97614	3.25629	1.25133	2.69408	3.73832	5.29145	2.82362	4.5966	525568	525043	526022	525861	526027	526116	526979	526216
X	531600	531805	Interval_814	1	1	FALSE	TRUE	FALSE	FALSE	NA	3.08423	NA	NA	NA	1.59415	NA	NA	NA	3.35751	NA	NA	NA	531600	NA	NA	NA	531805	NA	NA
X	535617	535834	Interval_815	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	2.77063	NA	NA	NA	1.28958	NA	NA	NA	2.86016	NA	NA	NA	535617	NA	NA	NA	535834
X	543967	544193	Interval_816	1	1	TRUE	FALSE	FALSE	FALSE	2.68858	NA	NA	NA	1.15502	NA	NA	NA	2.71541	NA	NA	NA	543967	NA	NA	NA	544193	NA	NA	NA
X	545080	545679	Interval_817	2	2	FALSE	FALSE	TRUE	TRUE	NA	NA	2.40435	3.2024	NA	NA	1.24316	1.84203	NA	NA	2.82047	3.57868	NA	NA	545080	545320	NA	NA	545422	545679
X	567324	567553	Interval_818	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	2.75959	NA	NA	NA	1.28872	NA	NA	NA	2.84778	NA	NA	NA	567324	NA	NA	NA	567553
X	570762	571153	Interval_819	2	2	TRUE	FALSE	FALSE	TRUE	2.96946	NA	NA	2.75476	1.46914	NA	NA	1.27464	3.1538	NA	NA	2.83807	570762	NA	NA	570767	571153	NA	NA	571035
X	573079	573287	Interval_820	1	1	FALSE	FALSE	TRUE	FALSE	NA	NA	2.98917	NA	NA	NA	1.60656	NA	NA	NA	3.24399	NA	NA	NA	573079	NA	NA	NA	573287	NA
X	578149	578947	Interval_821	2	2	FALSE	FALSE	TRUE	TRUE	NA	NA	2.6705	3.64902	NA	NA	1.34891	2.51953	NA	NA	2.95349	4.38693	NA	NA	578346	578149	NA	NA	578786	578947
X	585383	585623	Interval_822	1	1	TRUE	FALSE	FALSE	FALSE	3.0013	NA	NA	NA	1.53608	NA	NA	NA	3.21223	NA	NA	NA	585383	NA	NA	NA	585623	NA	NA	NA
X	598225	598626	Interval_823	2	2	TRUE	FALSE	FALSE	TRUE	2.70283	NA	NA	3.40224	1.18869	NA	NA	2.1881	2.76357	NA	NA	3.99406	598225	NA	NA	598433	598479	NA	NA	598626
X	603899	604392	Interval_824	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	2.80846	NA	NA	NA	1.34852	NA	NA	NA	2.92389	NA	NA	NA	603899	NA	NA	NA	604392
X	606719	606929	Interval_825	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	2.61467	NA	NA	NA	1.10418	NA	NA	NA	2.61106	NA	NA	NA	606719	NA	NA	NA	606929
X	608081	608270	Interval_826	1	1	TRUE	FALSE	FALSE	FALSE	3.35406	NA	NA	NA	2.0217	NA	NA	NA	3.78313	NA	NA	NA	608081	NA	NA	NA	608270	NA	NA	NA
X	609024	609276	Interval_827	3	3	TRUE	FALSE	TRUE	TRUE	4.25092	NA	3.43009	5.45882	3.42176	NA	2.33081	5.61371	5.42678	NA	4.10287	8.07963	609035	NA	609024	609051	609242	NA	609226	609276
X	615290	615691	Interval_828	1	1	TRUE	FALSE	FALSE	FALSE	3.45716	NA	NA	NA	2.19769	NA	NA	NA	3.98286	NA	NA	NA	615290	NA	NA	NA	615691	NA	NA	NA
X	617847	618134	Interval_829	2	2	TRUE	FALSE	FALSE	TRUE	3.43292	NA	NA	2.91279	2.68415	NA	NA	1.62882	4.57087	NA	NA	3.30484	617847	NA	NA	617935	618086	NA	NA	618134
X	622669	623835	Interval_830	4	4	TRUE	TRUE	TRUE	TRUE	4.52752	3.25889	3.39457	3.04319	4.01232	1.85434	2.37768	1.63656	6.12252	3.63564	4.15465	3.29944	623119	623140	622669	623276	623514	623808	623526	623835
X	628802	629064	Interval_831	1	1	TRUE	FALSE	FALSE	FALSE	3.30514	NA	NA	NA	1.95297	NA	NA	NA	3.71702	NA	NA	NA	628802	NA	NA	NA	629064	NA	NA	NA
X	633156	633394	Interval_832	1	1	TRUE	FALSE	FALSE	FALSE	2.91102	NA	NA	NA	1.43488	NA	NA	NA	3.06923	NA	NA	NA	633156	NA	NA	NA	633394	NA	NA	NA
X	638558	640650	Interval_833	4	4	TRUE	TRUE	TRUE	TRUE	4.2502	4.51946	5.56556	3.7878	3.52318	4.0174	6.50824	2.77883	5.54285	6.10769	8.93279	4.699	638744	638558	639052	639096	640650	639621	639824	639952
X	646638	647318	Interval_834	4	4	TRUE	TRUE	TRUE	TRUE	5.1327	3.61872	3.71895	2.87869	5.09266	2.71938	2.79516	1.72335	7.36468	4.66271	4.66468	3.40156	646638	646677	646648	646732	647247	647289	647318	647289
X	649578	649953	Interval_835	1	1	FALSE	FALSE	TRUE	FALSE	NA	NA	3.01932	NA	NA	NA	1.63819	NA	NA	NA	3.30275	NA	NA	NA	649578	NA	NA	NA	649953	NA
X	651150	651744	Interval_836	4	4	TRUE	TRUE	TRUE	TRUE	5.35018	2.93307	4.53938	3.07192	5.10588	1.50296	4.06202	1.8614	7.41379	3.20967	6.13492	3.58812	651354	651423	651150	651485	651744	651714	651742	651689
X	662915	663847	Interval_837	4	4	TRUE	TRUE	TRUE	TRUE	4.32904	5.62355	4.86063	4.43473	3.89633	6.06192	5.30812	3.99012	5.98182	8.3838	7.5446	6.13485	663012	663003	662920	662915	663847	663513	663637	663638
X	683541	684442	Interval_838	2	2	TRUE	FALSE	FALSE	TRUE	4.21647	NA	NA	2.65409	3.41297	NA	NA	1.09126	5.43697	NA	NA	2.66437	683541	NA	NA	683567	684442	NA	NA	683814
X	702564	704240	Interval_839	4	4	TRUE	TRUE	TRUE	TRUE	5.69446	6.78637	4.81678	4.05104	5.96156	8.39596	4.83448	3.27524	8.35656	10.9957	6.99054	5.30564	703194	702564	703209	703164	704105	704138	704240	703960
X	705154	705609	Interval_840	3	3	TRUE	FALSE	TRUE	TRUE	4.10377	NA	4.31659	2.85239	3.16229	NA	3.83383	1.4033	5.12363	NA	5.83703	3.01398	705311	NA	705154	705311	705560	NA	705609	705580
X	715443	716108	Interval_841	1	1	FALSE	FALSE	TRUE	FALSE	NA	NA	3.37485	NA	NA	NA	2.18123	NA	NA	NA	3.95069	NA	NA	NA	715443	NA	NA	NA	716108	NA
X	717886	718073	Interval_842	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	2.83836	NA	NA	NA	1.41058	NA	NA	NA	3.02668	NA	NA	NA	717886	NA	NA	NA	718073
X	745026	745638	Interval_843	4	4	TRUE	TRUE	TRUE	TRUE	5.44154	5.42922	3.28874	2.81333	6.91628	6.45054	2.60318	1.46881	9.44061	8.85589	4.44169	3.10495	745026	745135	745189	745362	745635	745638	745425	745561
XI	50	788	Interval_844	4	4	TRUE	TRUE	TRUE	TRUE	7.58517	7.34497	3.32602	4.0791	12.1165	9.39727	2.75414	3.14225	15.2536	12.0403	4.61496	5.15811	75	50	105	70	575	788	511	717
XI	21549	21844	Interval_845	1	1	FALSE	FALSE	TRUE	FALSE	NA	NA	4.12991	NA	NA	NA	3.74517	NA	NA	NA	5.75845	NA	NA	NA	21549	NA	NA	NA	21844	NA
XI	24645	25426	Interval_846	2	2	TRUE	FALSE	TRUE	FALSE	3.28994	NA	2.81589	NA	2.03595	NA	1.42627	NA	3.8	NA	3.04418	NA	24699	NA	24645	NA	25426	NA	25032	NA
XI	25927	26269	Interval_847	1	1	FALSE	TRUE	FALSE	FALSE	NA	3.58681	NA	NA	NA	2.30518	NA	NA	NA	4.18209	NA	NA	NA	25927	NA	NA	NA	26269	NA	NA
XI	38115	39421	Interval_848	3	3	TRUE	FALSE	TRUE	TRUE	3.47949	NA	2.91558	3.4989	2.23135	NA	1.57148	2.62727	4.05374	NA	3.22101	4.53637	38333	NA	38115	38300	38749	NA	39421	38589
XI	46236	46909	Interval_849	1	1	TRUE	FALSE	FALSE	FALSE	2.67438	NA	NA	NA	1.13169	NA	NA	NA	2.69462	NA	NA	NA	46236	NA	NA	NA	46909	NA	NA	NA
XI	66101	66786	Interval_850	2	2	TRUE	FALSE	FALSE	TRUE	2.97606	NA	NA	2.73884	1.51185	NA	NA	1.21523	3.16425	NA	NA	2.80859	66352	NA	NA	66101	66786	NA	NA	66365
XI	67561	71247	Interval_851	5	4	TRUE	TRUE	TRUE	TRUE	4.10874;3.12072	4.48459	3.86249	3.96987	3.27846;1.70863	3.78669	3.11728	3.00562	5.26239;3.40254	5.88216	5.02253	4.9904	67729;70632	67561	67865	67701	69664;71247	69747	71086	69669
XI	73934	74789	Interval_852	2	2	TRUE	TRUE	FALSE	FALSE	2.93207	2.70738	NA	NA	1.42472	1.1467	NA	NA	3.09039	2.7435	NA	NA	73934	73942	NA	NA	74133	74789	NA	NA
XI	80471	80972	Interval_853	4	4	TRUE	TRUE	TRUE	TRUE	3.43197	3.0516	3.04329	3.34764	2.14568	1.60394	1.66368	2.21064	3.9291	3.34867	3.3224	4.01974	80485	80691	80471	80651	80972	80954	80742	80964
XI	91198	92187	Interval_854	1	1	FALSE	FALSE	TRUE	FALSE	NA	NA	2.94107	NA	NA	NA	1.54611	NA	NA	NA	3.17997	NA	NA	NA	91198	NA	NA	NA	92187	NA
XI	93430	93899	Interval_855	4	4	TRUE	TRUE	TRUE	TRUE	4.93432	3.59902	3.97331	3.32804	4.48031	2.31272	3.15462	2.07601	6.68462	4.19151	5.0733	3.84729	93504	93460	93489	93430	93899	93827	93885	93886
XI	95838	96897	Interval_856	1	1	TRUE	FALSE	FALSE	FALSE	2.94432	NA	NA	NA	1.42472	NA	NA	NA	3.10983	NA	NA	NA	95838	NA	NA	NA	96897	NA	NA	NA
XI	99312	100157	Interval_857	4	4	TRUE	TRUE	TRUE	TRUE	4.75598	4.86553	4.58839	4.86704	4.73701	4.62393	4.94788	4.95831	6.94127	6.81389	7.14464	7.29787	99342	99346	99432	99312	100157	100067	100094	100033
XI	106765	106980	Interval_858	1	1	FALSE	TRUE	FALSE	FALSE	NA	2.93954	NA	NA	NA	1.3745	NA	NA	NA	3.10224	NA	NA	NA	106765	NA	NA	NA	106980	NA	NA
XI	108854	109207	Interval_859	3	3	FALSE	TRUE	TRUE	TRUE	NA	3.26387	3.63816	3.38231	NA	1.90194	2.52406	2.15172	NA	3.69034	4.36494	3.95157	NA	108984	108894	108854	NA	109207	109103	109122
XI	127120	127303	Interval_860	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	3.75556	NA	NA	NA	2.6564	NA	NA	NA	4.56987	NA	NA	NA	127120	NA	NA	NA	127303
XI	140940	141399	Interval_861	2	2	FALSE	TRUE	FALSE	TRUE	NA	3.03793	NA	2.84856	NA	1.59311	NA	1.45356	NA	3.31595	NA	3.06263	NA	140940	NA	140982	NA	141399	NA	141367
XI	142904	143597	Interval_862	2	2	FALSE	FALSE	TRUE	TRUE	NA	NA	3.89302	3.10412	NA	NA	3.11242	1.77545	NA	NA	5.04231	3.45952	NA	NA	143232	142904	NA	NA	143597	143428
XI	146939	147330	Interval_863	3	3	TRUE	FALSE	TRUE	TRUE	2.80592	NA	3.21037	2.78647	1.29673	NA	1.91105	1.31611	2.89585	NA	3.62797	2.91063	146985	NA	146939	146963	147163	NA	147197	147330
XI	158328	158552	Interval_864	1	1	TRUE	FALSE	FALSE	FALSE	3.71494	NA	NA	NA	2.56161	NA	NA	NA	4.42922	NA	NA	NA	158328	NA	NA	NA	158552	NA	NA	NA
XI	162790	165286	Interval_865	4	4	TRUE	TRUE	TRUE	TRUE	3.81721	3.11533	3.70714	2.87234	2.72942	1.75804	2.75532	1.50367	4.63753	3.50912	4.61581	3.14156	164019	162790	164509	164497	164818	164844	164795	165286
XI	166022	166381	Interval_866	3	3	FALSE	TRUE	TRUE	TRUE	NA	2.76532	3.33402	3.08339	NA	1.2386	2.22565	1.81738	NA	2.88068	4.00082	3.54161	NA	166091	166055	166022	NA	166308	166381	166371
XI	171380	172229	Interval_867	3	3	TRUE	FALSE	TRUE	TRUE	3.64389	NA	3.10372	2.63909	2.47409	NA	1.75813	1.15309	4.31913	NA	3.44024	2.69634	171392	NA	171380	171434	171886	NA	172229	171682
XI	173477	174444	Interval_868	2	2	FALSE	FALSE	TRUE	TRUE	NA	NA	3.29408	2.8625	NA	NA	2.0035	1.36904	NA	NA	3.74453	3.00503	NA	NA	174038	173477	NA	NA	174444	174088
XI	179337	179763	Interval_869	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	3.46413	NA	NA	NA	2.29265	NA	NA	NA	4.12315	NA	NA	NA	179337	NA	NA	NA	179763
XI	203014	203469	Interval_870	4	4	TRUE	TRUE	TRUE	TRUE	3.11888	3.49486	4.20712	3.87909	1.71285	2.21687	3.56305	2.89255	3.42324	4.04673	5.56865	4.84056	203014	203088	203085	203023	203347	203373	203417	203469
XI	216825	217102	Interval_871	3	3	TRUE	FALSE	TRUE	TRUE	4.35775	NA	6.44962	3.20197	3.55296	NA	7.83318	2.21108	5.60226	NA	10.4566	4.02104	216835	NA	216825	216840	217068	NA	217102	217085
XI	219691	220194	Interval_872	3	3	TRUE	TRUE	FALSE	TRUE	3.29155	3.01412	NA	2.56083	1.94621	1.52936	NA	1.03908	3.7003	3.23106	NA	2.52547	219819	219691	NA	219692	220194	220175	NA	219931
XI	226069	226282	Interval_873	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	2.72056	NA	NA	NA	1.3388	NA	NA	NA	2.92549	NA	NA	NA	226069	NA	NA	NA	226282
XI	230078	231726	Interval_874	4	4	TRUE	TRUE	TRUE	TRUE	3.73678	3.30396	3.74865	3.50276	2.61624	2.06825	2.88482	2.65263	4.48873	3.88972	4.74032	4.53308	230383	230078	230102	230267	231703	231726	231676	231115
XI	247854	248500	Interval_875	4	4	TRUE	TRUE	TRUE	TRUE	2.7106	4.20148	3.97425	3.23265	1.17803	3.18218	3.23506	1.87899	2.75345	5.2365	5.15404	3.63219	248150	248094	247890	247854	248383	248500	248397	248490
XI	258394	259177	Interval_876	4	4	TRUE	TRUE	TRUE	TRUE	5.47077	4.95358	4.47721	5.05414	5.91805	4.67562	4.22975	5.06331	8.26012	6.86189	6.30502	7.41436	258475	258394	258473	258536	259177	258894	259023	258977
XI	259853	261671	Interval_877	4	4	TRUE	TRUE	TRUE	TRUE	3.82835	4.07781	3.57062	4.44018	2.82252	3.12261	2.81493	3.92935	4.73365	5.12168	4.67651	6.09894	260167	260436	260363	259853	260804	260825	261671	260917
XI	277911	278957	Interval_878	3	3	FALSE	TRUE	TRUE	TRUE	NA	2.84688	3.77788	3.82291	NA	1.31876	2.722	2.83741	NA	2.97909	4.60393	4.77586	NA	278026	278059	277911	NA	278867	278957	278940
XI	302974	303217	Interval_879	1	1	FALSE	TRUE	FALSE	FALSE	NA	3.03276	NA	NA	NA	1.55078	NA	NA	NA	3.26546	NA	NA	NA	302974	NA	NA	NA	303217	NA	NA
XI	308097	309044	Interval_880	4	4	TRUE	TRUE	TRUE	TRUE	4.20964	3.6578	3.96012	4.0235	3.54335	2.67784	3.36558	3.38155	5.56311	4.58139	5.31962	5.43183	308190	308097	308576	308761	309044	309044	309035	309044
XI	317148	317450	Interval_881	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	2.94603	NA	NA	NA	1.54266	NA	NA	NA	3.19627	NA	NA	NA	317148	NA	NA	NA	317450
XI	321767	322979	Interval_882	4	4	TRUE	TRUE	TRUE	TRUE	3.81839	3.50407	4.97295	4.4399	2.77962	2.24748	5.08493	3.92553	4.65779	4.08522	7.29132	6.07928	321907	321838	321767	321817	322949	322752	322979	322794
XI	325778	328412	Interval_883	4	4	TRUE	TRUE	TRUE	TRUE	3.666	3.23153	4.29948	3.02097	2.53846	1.9135	3.76095	1.83154	4.37973	3.70872	5.76001	3.54317	327583	325778	327711	327700	328305	328378	328412	328356
XI	335068	335620	Interval_884	1	1	FALSE	TRUE	FALSE	FALSE	NA	2.90867	NA	NA	NA	1.35354	NA	NA	NA	3.05369	NA	NA	NA	335068	NA	NA	NA	335620	NA	NA
XI	338881	341098	Interval_885	4	4	TRUE	TRUE	TRUE	TRUE	3.02563	3.86826	2.73886	3.85432	1.63859	2.82296	1.29076	3.35145	3.32307	4.78302	2.86652	5.39865	338980	338881	340599	340577	340991	339631	341098	340979
XI	352951	353367	Interval_886	1	1	FALSE	FALSE	TRUE	FALSE	NA	NA	2.94483	NA	NA	NA	1.51127	NA	NA	NA	3.15132	NA	NA	NA	352951	NA	NA	NA	353367	NA
XI	355226	356333	Interval_887	4	4	TRUE	TRUE	TRUE	TRUE	4.66743	5.27759	3.80731	3.77634	4.11778	5.0657	2.79009	2.74448	6.25168	7.33926	4.6766	4.65722	355226	355378	355256	355320	356333	356291	356318	356302
XI	361988	362440	Interval_888	3	3	TRUE	FALSE	TRUE	TRUE	3.00896	NA	3.77976	3.86173	1.51034	NA	2.85999	2.97541	3.21321	NA	4.74063	4.95518	361999	NA	361988	362009	362440	NA	362394	362402
XI	368881	369722	Interval_889	2	2	FALSE	FALSE	TRUE	TRUE	NA	NA	4.45974	5.1919	NA	NA	4.19137	5.45024	NA	NA	6.25189	7.88562	NA	NA	368881	369123	NA	NA	369722	369614
XI	371339	371830	Interval_890	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	2.75641	NA	NA	NA	1.29236	NA	NA	NA	2.85569	NA	NA	NA	371339	NA	NA	NA	371830
XI	379286	379805	Interval_891	2	2	TRUE	FALSE	FALSE	TRUE	4.22973	NA	NA	2.98251	3.8833	NA	NA	1.61266	5.94359	NA	NA	3.28279	379286	NA	NA	379448	379788	NA	NA	379805
XI	381919	383555	Interval_892	4	4	TRUE	TRUE	TRUE	TRUE	3.12671	4.53052	3.74739	4.51568	1.82293	3.92166	3.21299	4.13869	3.5508	6.04713	5.13103	6.31377	382080	382044	382089	381919	383555	382397	383354	383509
XI	384954	385854	Interval_893	4	4	TRUE	TRUE	TRUE	TRUE	3.84571	3.50764	4.61351	4.13755	2.82678	2.25761	4.5582	3.3926	4.73242	4.10922	6.66838	5.43904	384986	384954	385049	385156	385854	385773	385632	385630
XI	392125	392414	Interval_894	1	1	FALSE	FALSE	FALSE	TRUE	NA	NA	NA	3.02811	NA	NA	NA	1.632	NA	NA	NA	3.30789	NA	NA	NA	392125	NA	NA	NA	392414
