PeakID (cmd=annotatePeaks.pl SPT5_T15_R1_peaks.broadPeak genome.fa -gid -gtf genes.gtf -cpu 2)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
SPT5_T15_R1_peak_619	XIV	107234	107532	+	35	NA	promoter-TSS (YNL282W)	protein_coding-promoter-TSS (YNL282W)	-304	YNL282W	YNL282W	YNL282W			POP3			protein_coding
SPT5_T15_R1_peak_132	IV	635640	636517	+	35	NA	TTS (YDR093W)	protein_coding-TTS (YDR093W)	238	YDR094W	YDR094W	YDR094W			YDR094W			protein_coding
SPT5_T15_R1_peak_230	V	270370	270578	+	34	NA	promoter-TSS (YER056C-A)	protein_coding-promoter-TSS (YER056C-A)	-289	YER056C-A	YER056C-A	YER056C-A			RPL34A			protein_coding
SPT5_T15_R1_peak_47	II	490166	491124	+	34	NA	promoter-TSS (YBR126C)	protein_coding-promoter-TSS (YBR126C)	-205	YBR126W-A	YBR126W-A	YBR126W-A			YBR126W-A			protein_coding
SPT5_T15_R1_peak_257	V	569833	570506	+	34	NA	promoter-TSS (YER188C-A)	protein_coding-promoter-TSS (YER188C-A)	-262	YER188C-A	YER188C-A	YER188C-A			YER188C-A			protein_coding
SPT5_T15_R1_peak_162	IV	1233650	1233959	+	34	NA	promoter-TSS (YDR379C-A)	protein_coding-promoter-TSS (YDR379C-A)	-287	YDR379C-A	YDR379C-A	YDR379C-A			SDH6			protein_coding
SPT5_T15_R1_peak_12	I	190038	190671	+	34	NA	exon (YAR035W, exon 1 of 1)	protein_coding-exon (YAR035W, exon 1 of 1)	161	YAR035W	YAR035W	YAR035W			YAT1			protein_coding
SPT5_T15_R1_peak_478	XI	518695	519314	+	34	NA	promoter-TSS (YKR040C)	protein_coding-promoter-TSS (YKR040C)	-438	YKR040C	YKR040C	YKR040C			YKR040C			protein_coding
SPT5_T15_R1_peak_423	X	455066	455934	+	34	NA	promoter-TSS (YJR009C)	protein_coding-promoter-TSS (YJR009C)	-739	YJR010W	YJR010W	YJR010W			MET3			protein_coding
SPT5_T15_R1_peak_228	V	264151	264538	+	33	NA	promoter-TSS (YER054C)	protein_coding-promoter-TSS (YER054C)	-646	YER054C	YER054C	YER054C			GIP2			protein_coding
SPT5_T15_R1_peak_189	IX	169739	170233	+	33	NA	promoter-TSS (YIL105C)	protein_coding-promoter-TSS (YIL105C)	-345	YIL105C	YIL105C	YIL105C			SLM1			protein_coding
SPT5_T15_R1_peak_757	XVI	381179	381562	+	33	NA	promoter-TSS (YPL088W)	protein_coding-promoter-TSS (YPL088W)	-220	YPL089C	YPL089C	YPL089C			RLM1			protein_coding
SPT5_T15_R1_peak_671	XV	128139	128467	+	33	NA	promoter-TSS (YOL100W)	protein_coding-promoter-TSS (YOL100W)	-383	YOL101C	YOL101C	YOL101C			IZH4			protein_coding
SPT5_T15_R1_peak_268	VI	182255	184056	+	33	NA	promoter-TSS (YFR017C)	protein_coding-promoter-TSS (YFR017C)	-294	YFR017C	YFR017C	YFR017C			IGD1			protein_coding
SPT5_T15_R1_peak_464	XI	308577	309035	+	33	NA	promoter-TSS (YKL068W-A)	protein_coding-promoter-TSS (YKL068W-A)	-400	YKL068W-A	YKL068W-A	YKL068W-A			YKL068W-A			protein_coding
SPT5_T15_R1_peak_184	IX	77458	77831	+	33	NA	promoter-TSS (YIL144W)	protein_coding-promoter-TSS (YIL144W)	-361	YIL145C	YIL145C	YIL145C			PAN6			protein_coding
SPT5_T15_R1_peak_645	XIV	503107	503495	+	33	NA	promoter-TSS (YNL065W)	protein_coding-promoter-TSS (YNL065W)	-423	YNL065W	YNL065W	YNL065W			AQR1			protein_coding
SPT5_T15_R1_peak_310	VII	557710	557938	+	33	NA	promoter-TSS (YGR035C)	protein_coding-promoter-TSS (YGR035C)	259	YGR035W-A	YGR035W-A	YGR035W-A			YGR035W-A			protein_coding
SPT5_T15_R1_peak_403	X	157409	158020	+	33	NA	promoter-TSS (YJL134W)	protein_coding-promoter-TSS (YJL134W)	-163	YJL135W	YJL135W	YJL135W			YJL135W			protein_coding
SPT5_T15_R1_peak_525	XII	677718	678036	+	33	NA	promoter-TSS (YLR266C)	protein_coding-promoter-TSS (YLR266C)	-153	YLR266C	YLR266C	YLR266C			PDR8			protein_coding
SPT5_T15_R1_peak_742	XVI	132075	133129	+	33	NA	promoter-TSS (YPL221W)	protein_coding-promoter-TSS (YPL221W)	-441	YPL221W	YPL221W	YPL221W			FLC1			protein_coding
SPT5_T15_R1_peak_115	IV	407493	407753	+	33	NA	promoter-TSS (YDL025C)	protein_coding-promoter-TSS (YDL025C)	-417	YDL025C	YDL025C	YDL025C			RTK1			protein_coding
SPT5_T15_R1_peak_254	V	491039	491356	+	33	NA	promoter-TSS (YER158C)	protein_coding-promoter-TSS (YER158C)	-290	YER158W-A	YER158W-A	YER158W-A			YER158W-A			protein_coding
SPT5_T15_R1_peak_415	X	337366	338035	+	32	NA	promoter-TSS (YJL052W)	protein_coding-promoter-TSS (YJL052W)	303	YJL052C-A	YJL052C-A	YJL052C-A			YJL052C-A			protein_coding
SPT5_T15_R1_peak_472	XI	382090	383354	+	32	NA	promoter-TSS (YKL032C)	protein_coding-promoter-TSS (YKL032C)	224	YKL030W	YKL030W	YKL030W			YKL030W			protein_coding
SPT5_T15_R1_peak_460	XI	247891	248397	+	32	NA	promoter-TSS (YKL101W)	protein_coding-promoter-TSS (YKL101W)	223	YKL102C	YKL102C	YKL102C			YKL102C			protein_coding
SPT5_T15_R1_peak_566	XIII	253123	253630	+	32	NA	promoter-TSS (YML007C-A)	protein_coding-promoter-TSS (YML007C-A)	-104	YML007C-A	YML007C-A	YML007C-A			YML007C-A			protein_coding
SPT5_T15_R1_peak_418	X	355417	355791	+	32	NA	promoter-TSS (YJL045W)	protein_coding-promoter-TSS (YJL045W)	148	tD(GUC)J2	tD(GUC)J2	tD(GUC)J2			tD(GUC)J2			tRNA
SPT5_T15_R1_peak_411	X	268498	268702	+	32	NA	promoter-TSS (YJL088W)	protein_coding-promoter-TSS (YJL088W)	-199	YJL088W	YJL088W	YJL088W			ARG3			protein_coding
SPT5_T15_R1_peak_200	IX	316310	316612	+	32	NA	promoter-TSS (YIL018W)	protein_coding-promoter-TSS (YIL018W)	-307	YIL018W	YIL018W	YIL018W			RPL2B			protein_coding
SPT5_T15_R1_peak_265	VI	95342	95827	+	32	NA	promoter-TSS (YFL021W)	protein_coding-promoter-TSS (YFL021W)	-382	YFL021W	YFL021W	YFL021W			GAT1			protein_coding
SPT5_T15_R1_peak_405	X	173245	173539	+	32	NA	TTS (YJL129C)	protein_coding-TTS (YJL129C)	-1025	YJL130C	YJL130C	YJL130C			URA2			protein_coding
SPT5_T15_R1_peak_135	IV	768311	769430	+	32	NA	promoter-TSS (YDR153C)	protein_coding-promoter-TSS (YDR153C)	-117	YDR154C	YDR154C	YDR154C			YDR154C			protein_coding
SPT5_T15_R1_peak_680	XV	304124	305164	+	32	NA	promoter-TSS (YOL011W)	protein_coding-promoter-TSS (YOL011W)	-661	YOL012C	YOL012C	YOL012C			HTZ1			protein_coding
SPT5_T15_R1_peak_145	IV	926984	927259	+	32	NA	promoter-TSS (YDR231C)	protein_coding-promoter-TSS (YDR231C)	-211	YDR231C	YDR231C	YDR231C			COX20			protein_coding
SPT5_T15_R1_peak_419	X	360484	361085	+	32	NA	promoter-TSS (YJL042W)	protein_coding-promoter-TSS (YJL042W)	-465	YJL042W	YJL042W	YJL042W			MHP1			protein_coding
SPT5_T15_R1_peak_149	IV	1011509	1011895	+	32	NA	promoter-TSS (YDR275W)	protein_coding-promoter-TSS (YDR275W)	258	YDR274C	YDR274C	YDR274C			YDR274C			protein_coding
SPT5_T15_R1_peak_94	IV	132015	133208	+	32	NA	promoter-TSS (YDL182W)	protein_coding-promoter-TSS (YDL182W)	-778	YDL183C	YDL183C	YDL183C			YDL183C			protein_coding
SPT5_T15_R1_peak_305	VII	483058	484204	+	31	NA	promoter-TSS (YGL007C-A)	protein_coding-promoter-TSS (YGL007C-A)	371	YGL007W	YGL007W	YGL007W			BRP1			protein_coding
SPT5_T15_R1_peak_484	XI	589648	590051	+	31	NA	promoter-TSS (YKR079C)	protein_coding-promoter-TSS (YKR079C)	-544	YKR079C	YKR079C	YKR079C			TRZ1			protein_coding
SPT5_T15_R1_peak_445	XI	67866	71086	+	31	NA	exon (YKL198C, exon 1 of 1)	protein_coding-exon (YKL198C, exon 1 of 1)	744	YKL198C	YKL198C	YKL198C			PTK1			protein_coding
SPT5_T15_R1_peak_214	V	99594	100168	+	31	NA	promoter-TSS (YEL027W)	protein_coding-promoter-TSS (YEL027W)	-252	tM(CAU)E	tM(CAU)E	tM(CAU)E			IMT4			tRNA
SPT5_T15_R1_peak_343	VII	919802	920402	+	31	NA	promoter-TSS (YGR213C)	protein_coding-promoter-TSS (YGR213C)	-473	YGR214W	YGR214W	YGR214W			RPS0A			protein_coding
SPT5_T15_R1_peak_246	V	396317	396614	+	31	NA	promoter-TSS (YER116C)	protein_coding-promoter-TSS (YER116C)	-293	YER116C	YER116C	YER116C			SLX8			protein_coding
SPT5_T15_R1_peak_219	V	140570	141454	+	31	NA	promoter-TSS (YEL007W)	protein_coding-promoter-TSS (YEL007W)	-194	YEL008C-A	YEL008C-A	YEL008C-A			YEL008C-A			protein_coding
SPT5_T15_R1_peak_203	IX	382153	382667	+	31	NA	promoter-TSS (YIR016W)	protein_coding-promoter-TSS (YIR016W)	-218	YIR016W	YIR016W	YIR016W			YIR016W			protein_coding
SPT5_T15_R1_peak_288	VII	197133	197936	+	31	NA	promoter-TSS (YGL162W)	protein_coding-promoter-TSS (YGL162W)	-604	YGL162W	YGL162W	YGL162W			SUT1			protein_coding
SPT5_T15_R1_peak_399	X	115746	116090	+	31	NA	promoter-TSS (YJL162C)	protein_coding-promoter-TSS (YJL162C)	92	tE(UUC)J	tE(UUC)J	tE(UUC)J			tE(UUC)J			tRNA
SPT5_T15_R1_peak_207	IX	439300	439863	+	31	NA	Intergenic	Intergenic	-1402	YIR044C	YIR044C	YIR044C			YIR044C			pseudogene
SPT5_T15_R1_peak_610	XIII	915092	915761	+	31	NA	promoter-TSS (YMR319C)	protein_coding-promoter-TSS (YMR319C)	-888	YMR319C	YMR319C	YMR319C			FET4			protein_coding
SPT5_T15_R1_peak_716	XV	836662	837235	+	31	NA	promoter-TSS (YOR273C)	protein_coding-promoter-TSS (YOR273C)	-517	YOR273C	YOR273C	YOR273C			TPO4			protein_coding
SPT5_T15_R1_peak_771	XVI	586344	587485	+	31	NA	TTS (YPR014C)	protein_coding-TTS (YPR014C)	604	YPR014C	YPR014C	YPR014C			YPR014C			protein_coding
SPT5_T15_R1_peak_719	XV	881875	882418	+	31	NA	promoter-TSS (YOR302W)	protein_coding-promoter-TSS (YOR302W)	-619	YOR302W	YOR302W	YOR302W			YOR302W			protein_coding
SPT5_T15_R1_peak_637	XIV	392490	392750	+	31	NA	promoter-TSS (YNL124W)	protein_coding-promoter-TSS (YNL124W)	-272	YNL124W	YNL124W	YNL124W			NAF1			protein_coding
SPT5_T15_R1_peak_530	XII	737186	737988	+	31	NA	promoter-TSS (YLR304C)	protein_coding-promoter-TSS (YLR304C)	-39	YLR304C	YLR304C	YLR304C			ACO1			protein_coding
SPT5_T15_R1_peak_451	XI	143233	143597	+	31	NA	promoter-TSS (YKL163W)	protein_coding-promoter-TSS (YKL163W)	-596	YKL164C	YKL164C	YKL164C			PIR1			protein_coding
SPT5_T15_R1_peak_448	XI	93490	93885	+	31	NA	promoter-TSS (YKL185W)	protein_coding-promoter-TSS (YKL185W)	-389	YKL186C	YKL186C	YKL186C			MTR2			protein_coding
SPT5_T15_R1_peak_99	IV	239711	240131	+	31	NA	promoter-TSS (YDL124W)	protein_coding-promoter-TSS (YDL124W)	-315	YDL125C	YDL125C	YDL125C			HNT1			protein_coding
SPT5_T15_R1_peak_373	VIII	291484	294202	+	31	NA	promoter-TSS (YHR094C)	protein_coding-promoter-TSS (YHR094C)	-100	YHR095W	YHR095W	YHR095W			YHR095W			protein_coding
SPT5_T15_R1_peak_157	IV	1161671	1162179	+	30	NA	promoter-TSS (YDR343C)	protein_coding-promoter-TSS (YDR343C)	524	YDR344C	YDR344C	YDR344C			YDR344C			protein_coding
SPT5_T15_R1_peak_307	VII	525600	525891	+	30	NA	exon (YGR019W, exon 1 of 1)	protein_coding-exon (YGR019W, exon 1 of 1)	516	YGR019W	YGR019W	YGR019W			UGA1			protein_coding
SPT5_T15_R1_peak_36	II	375453	376320	+	30	NA	promoter-TSS (YBR068C)	protein_coding-promoter-TSS (YBR068C)	-196	YBR068C	YBR068C	YBR068C			BAP2			protein_coding
SPT5_T15_R1_peak_6	I	70949	71336	+	30	NA	promoter-TSS (YAL038W)	protein_coding-promoter-TSS (YAL038W)	-644	YAL038W	YAL038W	YAL038W			CDC19			protein_coding
SPT5_T15_R1_peak_690	XV	461631	462867	+	30	NA	promoter-TSS (YOR071C)	protein_coding-promoter-TSS (YOR071C)	458	YOR072W-A	YOR072W-A	YOR072W-A			YOR072W-A			protein_coding
SPT5_T15_R1_peak_98	IV	234161	234692	+	30	NA	promoter-TSS (YDL127W)	protein_coding-promoter-TSS (YDL127W)	-501	YDL127W	YDL127W	YDL127W			PCL2			protein_coding
SPT5_T15_R1_peak_538	XII	839475	839946	+	30	NA	promoter-TSS (YLR355C)	protein_coding-promoter-TSS (YLR355C)	-457	YLR355C	YLR355C	YLR355C			ILV5			protein_coding
SPT5_T15_R1_peak_410	X	256874	257180	+	30	NA	promoter-TSS (YJL092W)	protein_coding-promoter-TSS (YJL092W)	-215	YJL093C	YJL093C	YJL093C			TOK1			protein_coding
SPT5_T15_R1_peak_328	VII	753953	754445	+	30	NA	promoter-TSS (YGR130C)	protein_coding-promoter-TSS (YGR130C)	-355	YGR130C	YGR130C	YGR130C			YGR130C			protein_coding
SPT5_T15_R1_peak_56	II	614157	615763	+	30	NA	promoter-TSS (YBR196C-A)	protein_coding-promoter-TSS (YBR196C-A)	-330	YBR196C-B	YBR196C-B	YBR196C-B			YBR196C-B			protein_coding
SPT5_T15_R1_peak_479	XI	533626	533919	+	30	NA	promoter-TSS (YKR052C)	protein_coding-promoter-TSS (YKR052C)	-308	YKR052C	YKR052C	YKR052C			MRS4			protein_coding
SPT5_T15_R1_peak_616	XIV	87395	87648	+	30	NA	promoter-TSS (YNL289W)	protein_coding-promoter-TSS (YNL289W)	-376	YNL289W	YNL289W	YNL289W			PCL1			protein_coding
SPT5_T15_R1_peak_539	XII	871435	872075	+	30	NA	promoter-TSS (YLR373C)	protein_coding-promoter-TSS (YLR373C)	58	YLR375W	YLR375W	YLR375W			STP3			protein_coding
SPT5_T15_R1_peak_239	V	311478	312193	+	30	NA	promoter-TSS (YER075C)	protein_coding-promoter-TSS (YER075C)	260	tA(UGC)E	tA(UGC)E	tA(UGC)E			tA(UGC)E			tRNA
SPT5_T15_R1_peak_720	XV	901355	901601	+	30	NA	promoter-TSS (YOR312C)	protein_coding-promoter-TSS (YOR312C)	-284	YOR312C	YOR312C	YOR312C			RPL20B			protein_coding
SPT5_T15_R1_peak_351	VII	1025682	1027142	+	30	NA	promoter-TSS (YGR267C)	protein_coding-promoter-TSS (YGR267C)	-224	YGR269W	YGR269W	YGR269W			YGR269W			protein_coding
SPT5_T15_R1_peak_655	XIV	663543	664083	+	30	NA	promoter-TSS (YNR018W)	protein_coding-promoter-TSS (YNR018W)	-457	YNR018W	YNR018W	YNR018W			RCF2			protein_coding
SPT5_T15_R1_peak_546	XII	954356	955383	+	30	NA	promoter-TSS (YLR414C)	protein_coding-promoter-TSS (YLR414C)	20	YLR416C	YLR416C	YLR416C			YLR416C			protein_coding
SPT5_T15_R1_peak_137	IV	806196	806692	+	30	NA	promoter-TSS (YDR171W)	protein_coding-promoter-TSS (YDR171W)	-177	YDR171W	YDR171W	YDR171W			HSP42			protein_coding
SPT5_T15_R1_peak_212	V	80020	80278	+	30	NA	promoter-TSS (YEL038W)	protein_coding-promoter-TSS (YEL038W)	-172	YEL039C	YEL039C	YEL039C			CYC7			protein_coding
SPT5_T15_R1_peak_306	VII	516106	516525	+	30	NA	promoter-TSS (YGR014W)	protein_coding-promoter-TSS (YGR014W)	-628	YGR014W	YGR014W	YGR014W			MSB2			protein_coding
SPT5_T15_R1_peak_560	XIII	104234	104508	+	30	NA	promoter-TSS (YML081C-A)	protein_coding-promoter-TSS (YML081C-A)	-209	YML081C-A	YML081C-A	YML081C-A			ATP18			protein_coding
SPT5_T15_R1_peak_576	XIII	355222	355430	+	30	NA	promoter-TSS (YMR044W)	protein_coding-promoter-TSS (YMR044W)	-58	YMR044W	YMR044W	YMR044W			IOC4			protein_coding
SPT5_T15_R1_peak_127	IV	556691	556906	+	30	NA	promoter-TSS (YDR050C)	protein_coding-promoter-TSS (YDR050C)	-326	YDR050C	YDR050C	YDR050C			TPI1			protein_coding
SPT5_T15_R1_peak_531	XII	758868	759423	+	29	NA	promoter-TSS (YLR312C)	protein_coding-promoter-TSS (YLR312C)	-312	YLR312C	YLR312C	YLR312C			YLR312C			protein_coding
SPT5_T15_R1_peak_622	XIV	137958	138201	+	29	NA	promoter-TSS (YNL268W)	protein_coding-promoter-TSS (YNL268W)	380	YNL269W	YNL269W	YNL269W			BSC4			protein_coding
SPT5_T15_R1_peak_258	VI	4820	5296	+	29	NA	promoter-TSS (YFL063W)	protein_coding-promoter-TSS (YFL063W)	-8	YFL063W	YFL063W	YFL063W			YFL063W			protein_coding
SPT5_T15_R1_peak_255	V	544497	545438	+	29	NA	promoter-TSS (YER177W)	protein_coding-promoter-TSS (YER177W)	-644	YER177W	YER177W	YER177W			BMH1			protein_coding
SPT5_T15_R1_peak_27	II	201942	203502	+	29	NA	promoter-TSS (YBL011W)	protein_coding-promoter-TSS (YBL011W)	666	YBL013W	YBL013W	YBL013W			FMT1			protein_coding
SPT5_T15_R1_peak_503	XII	368312	369323	+	29	NA	promoter-TSS (YLR108C)	protein_coding-promoter-TSS (YLR108C)	36	YLR109W	YLR109W	YLR109W			AHP1			protein_coding
SPT5_T15_R1_peak_62	II	680162	680508	+	29	NA	promoter-TSS (YBR230C)	protein_coding-promoter-TSS (YBR230C)	-27	YBR230W-A	YBR230W-A	YBR230W-A			YBR230W-A			protein_coding
SPT5_T15_R1_peak_371	VIII	267019	267432	+	29	NA	promoter-TSS (YHR080C)	protein_coding-promoter-TSS (YHR080C)	-313	YHR081W	YHR081W	YHR081W			LRP1			protein_coding
SPT5_T15_R1_peak_487	XI	666138	666596	+	29	NA	Intergenic	Intergenic	4925	YKR106W	YKR106W	YKR106W			GEX2			protein_coding
SPT5_T15_R1_peak_63	II	681848	682303	+	29	NA	promoter-TSS (LSR1)	snRNA-promoter-TSS (LSR1)	-213	LSR1	LSR1	LSR1			LSR1			snRNA
SPT5_T15_R1_peak_321	VII	677599	678495	+	29	NA	promoter-TSS (YGR097W)	protein_coding-promoter-TSS (YGR097W)	-648	YGR097W	YGR097W	YGR097W			ASK10			protein_coding
SPT5_T15_R1_peak_198	IX	257209	258723	+	29	NA	promoter-TSS (YIL050W)	protein_coding-promoter-TSS (YIL050W)	314	YIL051C	YIL051C	YIL051C			MMF1			protein_coding
SPT5_T15_R1_peak_764	XVI	453371	454041	+	29	NA	promoter-TSS (YPL056C)	protein_coding-promoter-TSS (YPL056C)	29	YPL056C	YPL056C	YPL056C			LCL1			protein_coding
SPT5_T15_R1_peak_565	XIII	219927	221161	+	29	NA	promoter-TSS (YML027W)	protein_coding-promoter-TSS (YML027W)	406	YML028W	YML028W	YML028W			TSA1			protein_coding
SPT5_T15_R1_peak_65	II	770615	770828	+	29	NA	promoter-TSS (YBR283C)	protein_coding-promoter-TSS (YBR283C)	-306	YBR283C	YBR283C	YBR283C			SSH1			protein_coding
SPT5_T15_R1_peak_756	XVI	378569	378881	+	29	NA	promoter-TSS (YPL090C)	protein_coding-promoter-TSS (YPL090C)	-330	YPL090C	YPL090C	YPL090C			RPS6A			protein_coding
SPT5_T15_R1_peak_625	XIV	273830	274372	+	29	NA	promoter-TSS (YNL193W)	protein_coding-promoter-TSS (YNL193W)	-267	YNL193W	YNL193W	YNL193W			YNL193W			protein_coding
SPT5_T15_R1_peak_286	VII	159133	159352	+	29	NA	promoter-TSS (YGL180W)	protein_coding-promoter-TSS (YGL180W)	-823	YGL180W	YGL180W	YGL180W			ATG1			protein_coding
SPT5_T15_R1_peak_333	VII	785412	785913	+	28	NA	promoter-TSS (YGR146C)	protein_coding-promoter-TSS (YGR146C)	-225	YGR146C-A	YGR146C-A	YGR146C-A			YGR146C-A			protein_coding
SPT5_T15_R1_peak_199	IX	267948	268551	+	28	NA	promoter-TSS (YIL046W)	protein_coding-promoter-TSS (YIL046W)	-60	YIL046W-A	YIL046W-A	YIL046W-A			YIL046W-A			protein_coding
SPT5_T15_R1_peak_38	II	392327	392699	+	28	NA	promoter-TSS (YBR076C-A)	protein_coding-promoter-TSS (YBR076C-A)	-220	YBR077C	YBR077C	YBR077C			SLM4			protein_coding
SPT5_T15_R1_peak_660	XV	151	530	+	28	NA	promoter-TSS (YOL166W-A)	protein_coding-promoter-TSS (YOL166W-A)	-245	YOL166W-A	YOL166W-A	YOL166W-A			YOL166W-A			protein_coding
SPT5_T15_R1_peak_563	XIII	169958	170193	+	28	NA	promoter-TSS (YML052W)	protein_coding-promoter-TSS (YML052W)	-321	YML053C	YML053C	YML053C			YML053C			protein_coding
SPT5_T15_R1_peak_644	XIV	500637	500829	+	28	NA	promoter-TSS (YNL066W)	protein_coding-promoter-TSS (YNL066W)	-782	YNL066W	YNL066W	YNL066W			SUN4			protein_coding
SPT5_T15_R1_peak_13	II	5786	6292	+	28	NA	TTS (YBL109W)	protein_coding-TTS (YBL109W)	249	YBL109W	YBL109W	YBL109W			YBL109W			protein_coding
SPT5_T15_R1_peak_470	XI	361989	362394	+	28	NA	promoter-TSS (YKL039W)	protein_coding-promoter-TSS (YKL039W)	-363	YKL040C	YKL040C	YKL040C			NFU1			protein_coding
SPT5_T15_R1_peak_271	VI	221565	221854	+	28	NA	promoter-TSS (RUF23)	ncRNA-promoter-TSS (RUF23)	-5	RUF23	RUF23	RUF23			RUF23			ncRNA
SPT5_T15_R1_peak_51	II	561323	561554	+	28	NA	promoter-TSS (YBR161W)	protein_coding-promoter-TSS (YBR161W)	-196	YBR161W	YBR161W	YBR161W			CSH1			protein_coding
SPT5_T15_R1_peak_725	XV	931257	931690	+	28	NA	promoter-TSS (YOR327C)	protein_coding-promoter-TSS (YOR327C)	-330	YOR328W	YOR328W	YOR328W			PDR10			protein_coding
SPT5_T15_R1_peak_73	III	122533	123794	+	28	NA	promoter-TSS (YCR005C)	protein_coding-promoter-TSS (YCR005C)	-160	YCR006C	YCR006C	YCR006C			YCR006C			protein_coding
SPT5_T15_R1_peak_263	VI	82146	82430	+	28	NA	promoter-TSS (YFL026W)	protein_coding-promoter-TSS (YFL026W)	-292	YFL026W	YFL026W	YFL026W			STE2			protein_coding
SPT5_T15_R1_peak_459	XI	230103	231676	+	28	NA	Intergenic	Intergenic	-1009	YKL110C	YKL110C	YKL110C			KTI12			protein_coding
SPT5_T15_R1_peak_243	V	349485	350008	+	28	NA	promoter-TSS (YER094C)	protein_coding-promoter-TSS (YER094C)	-234	YER095W	YER095W	YER095W			RAD51			protein_coding
SPT5_T15_R1_peak_462	XI	260364	261671	+	28	NA	promoter-TSS (YKL096W)	protein_coding-promoter-TSS (YKL096W)	-115	YKL096W	YKL096W	YKL096W			CWP1			protein_coding
SPT5_T15_R1_peak_144	IV	909476	909676	+	28	NA	promoter-TSS (YDR222W)	protein_coding-promoter-TSS (YDR222W)	-478	YDR222W	YDR222W	YDR222W			YDR222W			protein_coding
SPT5_T15_R1_peak_380	VIII	382906	383138	+	28	NA	promoter-TSS (YHR141C)	protein_coding-promoter-TSS (YHR141C)	-271	YHR141C	YHR141C	YHR141C			RPL42B			protein_coding
SPT5_T15_R1_peak_543	XII	924739	924963	+	28	NA	promoter-TSS (YLR401C)	protein_coding-promoter-TSS (YLR401C)	-38	YLR402W	YLR402W	YLR402W			YLR402W			protein_coding
SPT5_T15_R1_peak_43	II	452208	452623	+	28	NA	promoter-TSS (YBR105C)	protein_coding-promoter-TSS (YBR105C)	-243	YBR106W	YBR106W	YBR106W			PHO88			protein_coding
SPT5_T15_R1_peak_177	IV	1434493	1434893	+	28	NA	promoter-TSS (YDR490C)	protein_coding-promoter-TSS (YDR490C)	-231	YDR492W	YDR492W	YDR492W			IZH1			protein_coding
SPT5_T15_R1_peak_571	XIII	302757	303104	+	27	NA	promoter-TSS (YMR015C)	protein_coding-promoter-TSS (YMR015C)	-445	YMR015C	YMR015C	YMR015C			ERG5			protein_coding
SPT5_T15_R1_peak_629	XIV	317828	318568	+	27	NA	promoter-TSS (YNL169C)	protein_coding-promoter-TSS (YNL169C)	-527	YNL169C	YNL169C	YNL169C			PSD1			protein_coding
SPT5_T15_R1_peak_57	II	624978	625457	+	27	NA	promoter-TSS (YBR201C-A)	protein_coding-promoter-TSS (YBR201C-A)	-521	YBR201C-A	YBR201C-A	YBR201C-A			YBR201C-A			protein_coding
SPT5_T15_R1_peak_326	VII	732858	733742	+	27	NA	promoter-TSS (YGR121C)	protein_coding-promoter-TSS (YGR121C)	-112	YGR121W-A	YGR121W-A	YGR121W-A			YGR121W-A			protein_coding
SPT5_T15_R1_peak_433	X	646649	647318	+	27	NA	promoter-TSS (YJR119C)	protein_coding-promoter-TSS (YJR119C)	-143	YJR120W	YJR120W	YJR120W			YJR120W			protein_coding
SPT5_T15_R1_peak_167	IV	1301074	1301721	+	27	NA	promoter-TSS (YDR418W)	protein_coding-promoter-TSS (YDR418W)	-219	YDR418W	YDR418W	YDR418W			RPL12B			protein_coding
SPT5_T15_R1_peak_441	XI	106	511	+	27	NA	promoter-TSS (YKL225W)	protein_coding-promoter-TSS (YKL225W)	-143	YKL225W	YKL225W	YKL225W			YKL225W			protein_coding
SPT5_T15_R1_peak_463	XI	278060	278957	+	27	NA	promoter-TSS (YKL085W)	protein_coding-promoter-TSS (YKL085W)	227	YKL086W	YKL086W	YKL086W			SRX1			protein_coding
SPT5_T15_R1_peak_709	XV	742233	742605	+	27	NA	promoter-TSS (YOR211C)	protein_coding-promoter-TSS (YOR211C)	-491	YOR212W	YOR212W	YOR212W			STE4			protein_coding
SPT5_T15_R1_peak_453	XI	164510	164795	+	27	NA	promoter-TSS (YKL152C)	protein_coding-promoter-TSS (YKL152C)	-267	YKL152C	YKL152C	YKL152C			GPM1			protein_coding
SPT5_T15_R1_peak_494	XII	83464	84549	+	27	NA	promoter-TSS (YLL028W)	protein_coding-promoter-TSS (YLL028W)	-798	YLL028W	YLL028W	YLL028W			TPO1			protein_coding
SPT5_T15_R1_peak_737	XVI	66984	67812	+	27	NA	promoter-TSS (YPL255W)	protein_coding-promoter-TSS (YPL255W)	-327	YPL255W	YPL255W	YPL255W			BBP1			protein_coding
SPT5_T15_R1_peak_721	XV	904011	904241	+	27	NA	promoter-TSS (YOR314W-A)	protein_coding-promoter-TSS (YOR314W-A)	-332	YOR314W-A	YOR314W-A	YOR314W-A			YOR314W-A			protein_coding
SPT5_T15_R1_peak_578	XIII	388152	388652	+	27	NA	promoter-TSS (YMR056C)	protein_coding-promoter-TSS (YMR056C)	-158	YMR056C	YMR056C	YMR056C			AAC1			protein_coding
