PeakID (cmd=annotatePeaks.pl SPT5_T0_R1_peaks.broadPeak genome.fa -gid -gtf genes.gtf -cpu 2)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
SPT5_T0_R1_peak_832	XV	911877	912729	+	31	NA	promoter-TSS (YOR319W)	protein_coding-promoter-TSS (YOR319W)	133	YOR318C	YOR318C	YOR318C			YOR318C			protein_coding
SPT5_T0_R1_peak_217	IX	222622	222819	+	31	NA	promoter-TSS (YIL074C)	protein_coding-promoter-TSS (YIL074C)	-230	YIL074C	YIL074C	YIL074C			SER33			protein_coding
SPT5_T0_R1_peak_616	XII	818543	819284	+	31	NA	promoter-TSS (YLR344W)	protein_coding-promoter-TSS (YLR344W)	304	tR(CCG)L	tR(CCG)L	tR(CCG)L			TRR4			tRNA
SPT5_T0_R1_peak_897	XVI	775482	776076	+	31	NA	promoter-TSS (YPR120C)	protein_coding-promoter-TSS (YPR120C)	57	tC(GCA)P2	tC(GCA)P2	tC(GCA)P2			tC(GCA)P2			tRNA
SPT5_T0_R1_peak_697	XIII	872737	872928	+	31	NA	promoter-TSS (YMR302C)	protein_coding-promoter-TSS (YMR302C)	-207	YMR302C	YMR302C	YMR302C			YME2			protein_coding
SPT5_T0_R1_peak_789	XV	304193	305163	+	31	NA	promoter-TSS (YOL011W)	protein_coding-promoter-TSS (YOL011W)	-671	YOL011W	YOL011W	YOL011W			PLB3			protein_coding
SPT5_T0_R1_peak_556	XI	614695	615379	+	31	NA	promoter-TSS (YKR093W)	protein_coding-promoter-TSS (YKR093W)	-693	YKR093W	YKR093W	YKR093W			PTR2			protein_coding
SPT5_T0_R1_peak_276	V	225388	225685	+	30	NA	promoter-TSS (YER036C)	protein_coding-promoter-TSS (YER036C)	-337	YER036C	YER036C	YER036C			ARB1			protein_coding
SPT5_T0_R1_peak_555	XI	608322	608626	+	30	NA	promoter-TSS (YKR089C)	protein_coding-promoter-TSS (YKR089C)	-109	YKR089C	YKR089C	YKR089C			TGL4			protein_coding
SPT5_T0_R1_peak_290	V	349282	349782	+	30	NA	promoter-TSS (YER094C)	protein_coding-promoter-TSS (YER094C)	-186	YER094C	YER094C	YER094C			PUP3			protein_coding
SPT5_T0_R1_peak_144	IV	811587	812026	+	30	NA	promoter-TSS (YDR173C)	protein_coding-promoter-TSS (YDR173C)	-174	YDR173C	YDR173C	YDR173C			ARG82			protein_coding
SPT5_T0_R1_peak_781	XV	216109	216885	+	30	NA	promoter-TSS (YOL059W)	protein_coding-promoter-TSS (YOL059W)	-360	YOL060C	YOL060C	YOL060C			MAM3			protein_coding
SPT5_T0_R1_peak_249	MT	60494	61246	+	30	NA	promoter-TSS (Q0160)	protein_coding-promoter-TSS (Q0160)	-152	Q0160	Q0160	Q0160			SCEI			protein_coding
SPT5_T0_R1_peak_847	XVI	56075	56353	+	30	NA	promoter-TSS (YPL257W-A)	protein_coding-promoter-TSS (YPL257W-A)	60	tW(CCA)P	tW(CCA)P	tW(CCA)P			tW(CCA)P			tRNA
SPT5_T0_R1_peak_890	XVI	694842	695772	+	30	NA	promoter-TSS (YPR074C)	protein_coding-promoter-TSS (YPR074C)	289	YPR074W-A	YPR074W-A	YPR074W-A			YPR074W-A			protein_coding
SPT5_T0_R1_peak_817	XV	779515	780893	+	30	NA	promoter-TSS (YOR234C)	protein_coding-promoter-TSS (YOR234C)	97	snR17a	snR17a	snR17a			snR17a			snoRNA
SPT5_T0_R1_peak_604	XII	722467	723746	+	30	NA	promoter-TSS (YLR295C)	protein_coding-promoter-TSS (YLR295C)	128	YLR296W	YLR296W	YLR296W			YLR296W			protein_coding
SPT5_T0_R1_peak_118	IV	368722	369528	+	30	NA	promoter-TSS (YDL047W)	protein_coding-promoter-TSS (YDL047W)	-646	YDL047W	YDL047W	YDL047W			SIT4			protein_coding
SPT5_T0_R1_peak_788	XV	288182	288621	+	30	NA	promoter-TSS (YOL019W)	protein_coding-promoter-TSS (YOL019W)	-19	YOL019W-A	YOL019W-A	YOL019W-A			YOL019W-A			protein_coding
SPT5_T0_R1_peak_840	XV	1043091	1043690	+	30	NA	promoter-TSS (YOR375C)	protein_coding-promoter-TSS (YOR375C)	199	YOR376W	YOR376W	YOR376W			YOR376W			protein_coding
SPT5_T0_R1_peak_194	IV	1461674	1461909	+	30	NA	promoter-TSS (YDR506C)	protein_coding-promoter-TSS (YDR506C)	38	tL(CAA)D	tL(CAA)D	tL(CAA)D			tL(CAA)D			tRNA
SPT5_T0_R1_peak_399	VII	883280	884473	+	30	NA	promoter-TSS (YGR192C)	protein_coding-promoter-TSS (YGR192C)	-66	YGR192C	YGR192C	YGR192C			TDH3			protein_coding
SPT5_T0_R1_peak_235	IX	383962	384517	+	30	NA	promoter-TSS (YIR017C)	protein_coding-promoter-TSS (YIR017C)	-120	YIR017C	YIR017C	YIR017C			MET28			protein_coding
SPT5_T0_R1_peak_155	IV	976262	977321	+	30	NA	TTS (YDR260C)	protein_coding-TTS (YDR260C)	438	YDR260C	YDR260C	YDR260C			SWM1			protein_coding
SPT5_T0_R1_peak_404	VII	919949	920416	+	30	NA	promoter-TSS (YGR213C)	protein_coding-promoter-TSS (YGR213C)	-393	YGR214W	YGR214W	YGR214W			RPS0A			protein_coding
SPT5_T0_R1_peak_721	XIV	209930	210120	+	30	NA	promoter-TSS (YNL234W)	protein_coding-promoter-TSS (YNL234W)	-46	YNL235C	YNL235C	YNL235C			YNL235C			protein_coding
SPT5_T0_R1_peak_146	IV	835665	836340	+	30	NA	promoter-TSS (YDR186C)	protein_coding-promoter-TSS (YDR186C)	-419	YDR188W	YDR188W	YDR188W			CCT6			protein_coding
SPT5_T0_R1_peak_92	III	163266	164297	+	30	NA	promoter-TSS (YCR024C-A)	protein_coding-promoter-TSS (YCR024C-A)	75	YCR025C	YCR025C	YCR025C			YCR025C			protein_coding
SPT5_T0_R1_peak_36	II	197275	197563	+	30	NA	promoter-TSS (tI(AAU)B)	tRNA-promoter-TSS (tI(AAU)B)	-75	tI(AAU)B	tI(AAU)B	tI(AAU)B			tI(AAU)B			tRNA
SPT5_T0_R1_peak_40	II	255804	256251	+	30	NA	promoter-TSS (YBR009C)	protein_coding-promoter-TSS (YBR009C)	-304	YBR010W	YBR010W	YBR010W			HHT1			protein_coding
SPT5_T0_R1_peak_828	XV	891785	891951	+	30	NA	promoter-TSS (YOR306C)	protein_coding-promoter-TSS (YOR306C)	-436	YOR306C	YOR306C	YOR306C			MCH5			protein_coding
SPT5_T0_R1_peak_597	XII	645349	646206	+	30	NA	promoter-TSS (YLR254C)	protein_coding-promoter-TSS (YLR254C)	176	YLR255C	YLR255C	YLR255C			YLR255C			protein_coding
SPT5_T0_R1_peak_297	V	434429	434603	+	29	NA	promoter-TSS (tH(GUG)E2)	tRNA-promoter-TSS (tH(GUG)E2)	96	tH(GUG)E2	tH(GUG)E2	tH(GUG)E2			tH(GUG)E2			tRNA
SPT5_T0_R1_peak_84	III	68543	68766	+	29	NA	promoter-TSS (YCL030C)	protein_coding-promoter-TSS (YCL030C)	-321	YCL030C	YCL030C	YCL030C			HIS4			protein_coding
SPT5_T0_R1_peak_834	XV	968006	968231	+	29	NA	promoter-TSS (YOR342C)	protein_coding-promoter-TSS (YOR342C)	356	YOR343C	YOR343C	YOR343C			YOR343C			protein_coding
SPT5_T0_R1_peak_658	XIII	258860	259248	+	29	NA	promoter-TSS (YML006C)	protein_coding-promoter-TSS (YML006C)	185	tS(AGA)M	tS(AGA)M	tS(AGA)M			tS(AGA)M			tRNA
SPT5_T0_R1_peak_574	XII	253021	253704	+	29	NA	promoter-TSS (YLR055C)	protein_coding-promoter-TSS (YLR055C)	-282	YLR055C	YLR055C	YLR055C			SPT8			protein_coding
SPT5_T0_R1_peak_755	XIV	619817	619988	+	29	NA	promoter-TSS (YNL006W)	protein_coding-promoter-TSS (YNL006W)	-165	YNL006W	YNL006W	YNL006W			LST8			protein_coding
SPT5_T0_R1_peak_814	XV	762175	762583	+	29	NA	promoter-TSS (YOR226C)	protein_coding-promoter-TSS (YOR226C)	-295	YOR226C	YOR226C	YOR226C			ISU2			protein_coding
SPT5_T0_R1_peak_381	VII	650657	651509	+	29	NA	promoter-TSS (YGR086C)	protein_coding-promoter-TSS (YGR086C)	-466	YGR086C	YGR086C	YGR086C			PIL1			protein_coding
SPT5_T0_R1_peak_225	IX	316321	316592	+	29	NA	promoter-TSS (YIL018W)	protein_coding-promoter-TSS (YIL018W)	-312	YIL018W	YIL018W	YIL018W			RPL2B			protein_coding
SPT5_T0_R1_peak_373	VII	555149	555695	+	29	NA	promoter-TSS (YGR033C)	protein_coding-promoter-TSS (YGR033C)	-390	YGR034W	YGR034W	YGR034W			RPL26B			protein_coding
SPT5_T0_R1_peak_675	XIII	433846	434589	+	29	NA	promoter-TSS (YMR083W)	protein_coding-promoter-TSS (YMR083W)	-571	YMR083W	YMR083W	YMR083W			ADH3			protein_coding
SPT5_T0_R1_peak_160	IV	1055827	1056291	+	29	NA	promoter-TSS (YDR297W)	protein_coding-promoter-TSS (YDR297W)	-492	YDR297W	YDR297W	YDR297W			SUR2			protein_coding
SPT5_T0_R1_peak_263	V	99551	100238	+	29	NA	promoter-TSS (YEL027W)	protein_coding-promoter-TSS (YEL027W)	-239	tM(CAU)E	tM(CAU)E	tM(CAU)E			IMT4			tRNA
SPT5_T0_R1_peak_361	VII	422281	423712	+	29	NA	promoter-TSS (YGL039W)	protein_coding-promoter-TSS (YGL039W)	-96	tL(CAA)G2	tL(CAA)G2	tL(CAA)G2			SUP54			tRNA
SPT5_T0_R1_peak_470	X	195370	196148	+	29	NA	promoter-TSS (YJL115W)	protein_coding-promoter-TSS (YJL115W)	-528	YJL115W	YJL115W	YJL115W			ASF1			protein_coding
SPT5_T0_R1_peak_24	II	60880	61112	+	29	NA	promoter-TSS (YBL087C)	protein_coding-promoter-TSS (YBL087C)	-257	YBL087C	YBL087C	YBL087C			RPL23A			protein_coding
SPT5_T0_R1_peak_678	XIII	472916	473383	+	29	NA	promoter-TSS (YMR102C)	protein_coding-promoter-TSS (YMR102C)	115	YMR103C	YMR103C	YMR103C			YMR103C			protein_coding
SPT5_T0_R1_peak_600	XII	665123	665386	+	28	NA	promoter-TSS (YLR259C)	protein_coding-promoter-TSS (YLR259C)	-252	YLR259C	YLR259C	YLR259C			HSP60			protein_coding
SPT5_T0_R1_peak_757	XIV	661993	662559	+	28	NA	promoter-TSS (YNR016C)	protein_coding-promoter-TSS (YNR016C)	-637	YNR017W	YNR017W	YNR017W			TIM23			protein_coding
SPT5_T0_R1_peak_531	XI	260168	260804	+	28	NA	promoter-TSS (YKL096W)	protein_coding-promoter-TSS (YKL096W)	-646	YKL096W	YKL096W	YKL096W			CWP1			protein_coding
SPT5_T0_R1_peak_320	VI	101128	101506	+	28	NA	promoter-TSS (YFL019C)	protein_coding-promoter-TSS (YFL019C)	-59	tP(UGG)F	tP(UGG)F	tP(UGG)F			SUF9			tRNA
SPT5_T0_R1_peak_94	III	178329	179347	+	28	NA	promoter-TSS (YCR031C)	protein_coding-promoter-TSS (YCR031C)	-40	snR189	snR189	snR189			snR189			snoRNA
SPT5_T0_R1_peak_775	XV	94420	94681	+	28	NA	promoter-TSS (YOL120C)	protein_coding-promoter-TSS (YOL120C)	-148	YOL120C	YOL120C	YOL120C			RPL18A			protein_coding
SPT5_T0_R1_peak_877	XVI	453294	453887	+	28	NA	promoter-TSS (YPL057C)	protein_coding-promoter-TSS (YPL057C)	145	YPL056C	YPL056C	YPL056C			LCL1			protein_coding
SPT5_T0_R1_peak_336	VII	67290	67667	+	28	NA	promoter-TSS (YGL228W)	protein_coding-promoter-TSS (YGL228W)	-120	YGL228W	YGL228W	YGL228W			SHE10			protein_coding
SPT5_T0_R1_peak_202	IX	36806	37177	+	28	NA	promoter-TSS (YIL162W)	protein_coding-promoter-TSS (YIL162W)	261	YIL163C	YIL163C	YIL163C			YIL163C			protein_coding
SPT5_T0_R1_peak_540	XI	384987	385854	+	28	NA	promoter-TSS (YKL028W)	protein_coding-promoter-TSS (YKL028W)	-338	YKL028W	YKL028W	YKL028W			TFA1			protein_coding
SPT5_T0_R1_peak_2	I	20779	21067	+	28	NA	promoter-TSS (YAL064W)	protein_coding-promoter-TSS (YAL064W)	-643	YAL064W	YAL064W	YAL064W			YAL064W			protein_coding
SPT5_T0_R1_peak_751	XIV	569414	570021	+	28	NA	promoter-TSS (YNL034W)	protein_coding-promoter-TSS (YNL034W)	-26	YNL035C	YNL035C	YNL035C			YNL035C			protein_coding
SPT5_T0_R1_peak_156	IV	992887	993072	+	28	NA	promoter-TSS (YDR261C-C)	protein_coding-promoter-TSS (YDR261C-C)	147	tG(GCC)D2	tG(GCC)D2	tG(GCC)D2			tG(GCC)D2			tRNA
SPT5_T0_R1_peak_324	VI	184110	184373	+	28	NA	promoter-TSS (YFR018C)	protein_coding-promoter-TSS (YFR018C)	-19	YFR018C	YFR018C	YFR018C			YFR018C			protein_coding
SPT5_T0_R1_peak_129	IV	491126	491416	+	28	NA	promoter-TSS (YDR025W)	protein_coding-promoter-TSS (YDR025W)	-244	YDR025W	YDR025W	YDR025W			RPS11A			protein_coding
SPT5_T0_R1_peak_880	XVI	520336	520604	+	28	NA	promoter-TSS (YPL016W)	protein_coding-promoter-TSS (YPL016W)	-237	YPL017C	YPL017C	YPL017C			IRC15			protein_coding
SPT5_T0_R1_peak_157	IV	1011408	1011927	+	28	NA	promoter-TSS (YDR275W)	protein_coding-promoter-TSS (YDR275W)	293	YDR274C	YDR274C	YDR274C			YDR274C			protein_coding
SPT5_T0_R1_peak_793	XV	424259	424567	+	27	NA	promoter-TSS (YOR049C)	protein_coding-promoter-TSS (YOR049C)	204	YOR050C	YOR050C	YOR050C			YOR050C			protein_coding
SPT5_T0_R1_peak_208	IX	127783	127954	+	27	NA	promoter-TSS (YIL123W)	protein_coding-promoter-TSS (YIL123W)	-283	YIL123W	YIL123W	YIL123W			SIM1			protein_coding
SPT5_T0_R1_peak_60	II	564916	565190	+	27	NA	promoter-TSS (YBR162C)	protein_coding-promoter-TSS (YBR162C)	-178	YBR162W-A	YBR162W-A	YBR162W-A			YSY6			protein_coding
SPT5_T0_R1_peak_17	I	190075	190558	+	27	NA	exon (YAR035W, exon 1 of 1)	protein_coding-exon (YAR035W, exon 1 of 1)	123	YAR035W	YAR035W	YAR035W			YAT1			protein_coding
SPT5_T0_R1_peak_350	VII	277183	277423	+	27	NA	promoter-TSS (YGL123W)	protein_coding-promoter-TSS (YGL123W)	-314	YGL123W	YGL123W	YGL123W			RPS2			protein_coding
SPT5_T0_R1_peak_246	MT	36599	36966	+	27	NA	exon (Q0105, exon 1 of 6)	protein_coding-exon (Q0105, exon 1 of 6)	242	Q0105	Q0105	Q0105			COB			protein_coding
SPT5_T0_R1_peak_384	VII	702987	703153	+	27	NA	promoter-TSS (YGR108W)	protein_coding-promoter-TSS (YGR108W)	403	YGR107W	YGR107W	YGR107W			YGR107W			protein_coding
SPT5_T0_R1_peak_488	X	523977	524678	+	27	NA	promoter-TSS (tS(AGA)J)	tRNA-promoter-TSS (tS(AGA)J)	-234	tS(AGA)J	tS(AGA)J	tS(AGA)J			tS(AGA)J			tRNA
SPT5_T0_R1_peak_533	XI	321908	322949	+	27	NA	promoter-TSS (YKL062W)	protein_coding-promoter-TSS (YKL062W)	-800	YKL062W	YKL062W	YKL062W			MSN4			protein_coding
SPT5_T0_R1_peak_813	XV	742259	742591	+	27	NA	promoter-TSS (YOR211C)	protein_coding-promoter-TSS (YOR211C)	-485	YOR212W	YOR212W	YOR212W			STE4			protein_coding
SPT5_T0_R1_peak_902	XVI	840211	841546	+	27	NA	promoter-TSS (YPR157W)	protein_coding-promoter-TSS (YPR157W)	-388	YPR157W	YPR157W	YPR157W			TDA6			protein_coding
SPT5_T0_R1_peak_803	XV	511364	511777	+	27	NA	promoter-TSS (YOR098C)	protein_coding-promoter-TSS (YOR098C)	-255	YOR099W	YOR099W	YOR099W			KTR1			protein_coding
SPT5_T0_R1_peak_576	XII	329368	329575	+	27	NA	promoter-TSS (YLR094C)	protein_coding-promoter-TSS (YLR094C)	-233	YLR094C	YLR094C	YLR094C			GIS3			protein_coding
SPT5_T0_R1_peak_82	III	50426	50677	+	27	NA	promoter-TSS (YCL040W)	protein_coding-promoter-TSS (YCL040W)	-33	YCL042W	YCL042W	YCL042W			YCL042W			protein_coding
SPT5_T0_R1_peak_398	VII	856454	857957	+	27	NA	promoter-TSS (YGR180C)	protein_coding-promoter-TSS (YGR180C)	286	tL(CAA)G3	tL(CAA)G3	tL(CAA)G3			tL(CAA)G3			tRNA
SPT5_T0_R1_peak_111	IV	239689	239998	+	27	NA	promoter-TSS (YDL124W)	protein_coding-promoter-TSS (YDL124W)	-237	YDL125C	YDL125C	YDL125C			HNT1			protein_coding
SPT5_T0_R1_peak_35	II	193601	193827	+	27	NA	promoter-TSS (YBL015W)	protein_coding-promoter-TSS (YBL015W)	-408	YBL015W	YBL015W	YBL015W			ACH1			protein_coding
SPT5_T0_R1_peak_758	XIV	663451	664131	+	27	NA	promoter-TSS (YNR018W)	protein_coding-promoter-TSS (YNR018W)	-479	YNR018W	YNR018W	YNR018W			RCF2			protein_coding
SPT5_T0_R1_peak_780	XV	168056	168320	+	27	NA	promoter-TSS (YOL082W)	protein_coding-promoter-TSS (YOL082W)	-539	YOL082W	YOL082W	YOL082W			ATG19			protein_coding
SPT5_T0_R1_peak_152	IV	946335	946537	+	27	NA	promoter-TSS (YDR242W)	protein_coding-promoter-TSS (YDR242W)	124	tY(GUA)D	tY(GUA)D	tY(GUA)D			SUP2			tRNA
SPT5_T0_R1_peak_854	XVI	106830	107083	+	27	NA	promoter-TSS (YPL232W)	protein_coding-promoter-TSS (YPL232W)	-319	YPL232W	YPL232W	YPL232W			SSO1			protein_coding
SPT5_T0_R1_peak_42	II	332528	332717	+	27	NA	promoter-TSS (YBR048W)	protein_coding-promoter-TSS (YBR048W)	-209	YBR048W	YBR048W	YBR048W			RPS11B			protein_coding
SPT5_T0_R1_peak_523	XI	164020	164818	+	27	NA	promoter-TSS (YKL152C)	protein_coding-promoter-TSS (YKL152C)	-34	YKL152C	YKL152C	YKL152C			GPM1			protein_coding
SPT5_T0_R1_peak_650	XIII	159132	159360	+	27	NA	promoter-TSS (YML057W)	protein_coding-promoter-TSS (YML057W)	-137	YML058W	YML058W	YML058W			SML1			protein_coding
SPT5_T0_R1_peak_871	XVI	404304	404688	+	26	NA	promoter-TSS (YPL081W)	protein_coding-promoter-TSS (YPL081W)	-413	YPL082C	YPL082C	YPL082C			MOT1			protein_coding
SPT5_T0_R1_peak_248	MT	43111	43612	+	26	NA	exon (Q0105, exon 6 of 6)	protein_coding-exon (Q0105, exon 6 of 6)	-3362	Q0130	Q0130	Q0130			OLI1			protein_coding
SPT5_T0_R1_peak_785	XV	255176	255480	+	26	NA	promoter-TSS (YOL038C-A)	protein_coding-promoter-TSS (YOL038C-A)	-9	YOL038W	YOL038W	YOL038W			PRE6			protein_coding
SPT5_T0_R1_peak_346	VII	206448	206658	+	26	NA	promoter-TSS (YGL158W)	protein_coding-promoter-TSS (YGL158W)	-480	YGL158W	YGL158W	YGL158W			RCK1			protein_coding
SPT5_T0_R1_peak_308	V	544728	545568	+	26	NA	promoter-TSS (YER177W)	protein_coding-promoter-TSS (YER177W)	-463	YER177W	YER177W	YER177W			BMH1			protein_coding
SPT5_T0_R1_peak_419	VIII	50576	50879	+	26	NA	promoter-TSS (YHL027W)	protein_coding-promoter-TSS (YHL027W)	-384	YHL027W	YHL027W	YHL027W			RIM101			protein_coding
SPT5_T0_R1_peak_51	II	415398	415773	+	26	NA	promoter-TSS (YBR084C-A)	protein_coding-promoter-TSS (YBR084C-A)	-324	YBR084C-A	YBR084C-A	YBR084C-A			RPL19A			protein_coding
SPT5_T0_R1_peak_71	II	680104	680978	+	26	NA	promoter-TSS (YBR230C)	protein_coding-promoter-TSS (YBR230C)	179	YBR230W-A	YBR230W-A	YBR230W-A			YBR230W-A			protein_coding
SPT5_T0_R1_peak_25	II	89291	89790	+	26	NA	promoter-TSS (YBL071C-B)	protein_coding-promoter-TSS (YBL071C-B)	16	YBL071C-B	YBL071C-B	YBL071C-B			YBL071C-B			protein_coding
SPT5_T0_R1_peak_486	X	454847	455946	+	26	NA	promoter-TSS (YJR009C)	protein_coding-promoter-TSS (YJR009C)	-715	YJR009C	YJR009C	YJR009C			TDH2			protein_coding
SPT5_T0_R1_peak_497	X	617848	618086	+	26	NA	promoter-TSS (YJR100C)	protein_coding-promoter-TSS (YJR100C)	48	tL(UAG)J	tL(UAG)J	tL(UAG)J			tL(UAG)J			tRNA
SPT5_T0_R1_peak_838	XV	1003301	1003874	+	26	NA	promoter-TSS (YOR354C)	protein_coding-promoter-TSS (YOR354C)	-362	YOR354C	YOR354C	YOR354C			MSC6			protein_coding
SPT5_T0_R1_peak_109	IV	230714	230984	+	26	NA	promoter-TSS (YDL129W)	protein_coding-promoter-TSS (YDL129W)	-175	YDL129W	YDL129W	YDL129W			YDL129W			protein_coding
SPT5_T0_R1_peak_528	XI	230384	231703	+	26	NA	Intergenic	Intergenic	-1163	YKL110C	YKL110C	YKL110C			KTI12			protein_coding
SPT5_T0_R1_peak_711	XIV	68501	68684	+	26	NA	promoter-TSS (YNL298W)	protein_coding-promoter-TSS (YNL298W)	-323	YNL298W	YNL298W	YNL298W			CLA4			protein_coding
SPT5_T0_R1_peak_771	XV	79874	80201	+	26	NA	promoter-TSS (YOL127W)	protein_coding-promoter-TSS (YOL127W)	-311	YOL127W	YOL127W	YOL127W			RPL25			protein_coding
SPT5_T0_R1_peak_58	II	504563	504748	+	26	NA	promoter-TSS (YBR133C)	protein_coding-promoter-TSS (YBR133C)	-199	YBR135W	YBR135W	YBR135W			CKS1			protein_coding
SPT5_T0_R1_peak_552	XI	578896	579097	+	26	NA	promoter-TSS (YKR072C)	protein_coding-promoter-TSS (YKR072C)	31	tK(UUU)K	tK(UUU)K	tK(UUU)K			tK(UUU)K			tRNA
SPT5_T0_R1_peak_192	IV	1450937	1451211	+	26	NA	promoter-TSS (YDR500C)	protein_coding-promoter-TSS (YDR500C)	-221	YDR500C	YDR500C	YDR500C			RPL37B			protein_coding
SPT5_T0_R1_peak_101	IV	20063	20461	+	25	NA	promoter-TSS (YDL241W)	protein_coding-promoter-TSS (YDL241W)	-373	YDL241W	YDL241W	YDL241W			YDL241W			protein_coding
SPT5_T0_R1_peak_534	XI	327584	328305	+	25	NA	promoter-TSS (YKL060C)	protein_coding-promoter-TSS (YKL060C)	-457	YKL060C	YKL060C	YKL060C			FBA1			protein_coding
SPT5_T0_R1_peak_862	XVI	256996	257352	+	25	NA	promoter-TSS (YPL156C)	protein_coding-promoter-TSS (YPL156C)	-407	YPL156C	YPL156C	YPL156C			PRM4			protein_coding
SPT5_T0_R1_peak_286	V	305029	306175	+	25	NA	promoter-TSS (YER074W)	protein_coding-promoter-TSS (YER074W)	-721	YER074W	YER074W	YER074W			RPS24A			protein_coding
SPT5_T0_R1_peak_588	XII	522304	522544	+	25	NA	promoter-TSS (YLR183C)	protein_coding-promoter-TSS (YLR183C)	-239	YLR185W	YLR185W	YLR185W			RPL37A			protein_coding
SPT5_T0_R1_peak_304	V	482964	483188	+	25	NA	promoter-TSS (YER155C)	protein_coding-promoter-TSS (YER155C)	-228	YER155C	YER155C	YER155C			BEM2			protein_coding
SPT5_T0_R1_peak_522	XI	158329	158552	+	25	NA	promoter-TSS (YKL156W)	protein_coding-promoter-TSS (YKL156W)	-173	YKL156W	YKL156W	YKL156W			RPS27A			protein_coding
SPT5_T0_R1_peak_274	V	212076	212289	+	25	NA	promoter-TSS (YER028C)	protein_coding-promoter-TSS (YER028C)	-306	YER028C	YER028C	YER028C			MIG3			protein_coding
SPT5_T0_R1_peak_63	II	605888	606127	+	25	NA	promoter-TSS (YBR190W)	protein_coding-promoter-TSS (YBR190W)	41	YBR190W	YBR190W	YBR190W			YBR190W			protein_coding
SPT5_T0_R1_peak_598	XII	658128	658465	+	25	NA	promoter-TSS (YLR257W)	protein_coding-promoter-TSS (YLR257W)	-530	YLR257W	YLR257W	YLR257W			YLR257W			protein_coding
SPT5_T0_R1_peak_429	VIII	146193	146390	+	25	NA	promoter-TSS (tA(AGC)H)	tRNA-promoter-TSS (tA(AGC)H)	23	tA(AGC)H	tA(AGC)H	tA(AGC)H			tA(AGC)H			tRNA
SPT5_T0_R1_peak_625	XII	877498	878085	+	25	NA	promoter-TSS (YLR378C)	protein_coding-promoter-TSS (YLR378C)	-491	YLR380W	YLR380W	YLR380W			CSR1			protein_coding
SPT5_T0_R1_peak_455	X	73563	74038	+	25	NA	promoter-TSS (YJL191W)	protein_coding-promoter-TSS (YJL191W)	13	YJL191W	YJL191W	YJL191W			RPS14B			protein_coding
SPT5_T0_R1_peak_617	XII	828076	828698	+	25	NA	promoter-TSS (YLR348C)	protein_coding-promoter-TSS (YLR348C)	-343	YLR350W	YLR350W	YLR350W			ORM2			protein_coding
SPT5_T0_R1_peak_889	XVI	689660	689892	+	25	NA	promoter-TSS (YPR072W)	protein_coding-promoter-TSS (YPR072W)	211	tS(UGA)P	tS(UGA)P	tS(UGA)P			SUP16			tRNA
SPT5_T0_R1_peak_669	XIII	352303	353554	+	25	NA	promoter-TSS (YMR041C)	protein_coding-promoter-TSS (YMR041C)	325	YMR042W	YMR042W	YMR042W			ARG80			protein_coding
SPT5_T0_R1_peak_108	IV	217263	217487	+	25	NA	promoter-TSS (YDL136W)	protein_coding-promoter-TSS (YDL136W)	-225	YDL136W	YDL136W	YDL136W			RPL35B			protein_coding
SPT5_T0_R1_peak_287	V	311452	311940	+	25	NA	promoter-TSS (YER075C)	protein_coding-promoter-TSS (YER075C)	399	tA(UGC)E	tA(UGC)E	tA(UGC)E			tA(UGC)E			tRNA
SPT5_T0_R1_peak_443	VIII	388665	388979	+	25	NA	promoter-TSS (YHR144C)	protein_coding-promoter-TSS (YHR144C)	-96	YHR144C	YHR144C	YHR144C			DCD1			protein_coding
SPT5_T0_R1_peak_867	XVI	338796	340745	+	25	NA	promoter-TSS (YPL111W)	protein_coding-promoter-TSS (YPL111W)	-174	YPL111W	YPL111W	YPL111W			CAR1			protein_coding
SPT5_T0_R1_peak_142	IV	721788	722824	+	25	NA	promoter-TSS (YDR134C)	pseudogene-promoter-TSS (YDR134C)	-825	YDR134C	YDR134C	YDR134C			YDR134C			pseudogene
SPT5_T0_R1_peak_876	XVI	450868	451450	+	25	NA	promoter-TSS (YPL058C)	protein_coding-promoter-TSS (YPL058C)	-782	YPL058C	YPL058C	YPL058C			PDR12			protein_coding
SPT5_T0_R1_peak_281	V	270331	270530	+	25	NA	promoter-TSS (YER056C-A)	protein_coding-promoter-TSS (YER056C-A)	-245	YER056C-A	YER056C-A	YER056C-A			RPL34A			protein_coding
SPT5_T0_R1_peak_374	VII	557698	557864	+	25	NA	promoter-TSS (YGR035C)	protein_coding-promoter-TSS (YGR035C)	216	YGR035W-A	YGR035W-A	YGR035W-A			YGR035W-A			protein_coding
SPT5_T0_R1_peak_291	V	354659	355253	+	25	NA	promoter-TSS (YER097W)	protein_coding-promoter-TSS (YER097W)	22	tE(UUC)E2	tE(UUC)E2	tE(UUC)E2			tE(UUC)E2			tRNA
SPT5_T0_R1_peak_608	XII	781529	781886	+	25	NA	promoter-TSS (YLR325C)	protein_coding-promoter-TSS (YLR325C)	-328	YLR325C	YLR325C	YLR325C			RPL38			protein_coding
