PeakID (cmd=annotatePeaks.pl SPT5_T15_R2_peaks.broadPeak genome.fa -gid -gtf genes.gtf -cpu 2)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
SPT5_T15_R2_peak_666	XII	828083	828570	+	29	NA	promoter-TSS (YLR348C)	protein_coding-promoter-TSS (YLR348C)	-404	YLR350W	YLR350W	YLR350W			ORM2			protein_coding
SPT5_T15_R2_peak_489	VIII	556397	556993	+	29	NA	TTS (YHR216W)	protein_coding-TTS (YHR216W)	347	YHR217C	YHR217C	YHR217C			YHR217C			protein_coding
SPT5_T15_R2_peak_602	XII	11156	11752	+	29	NA	promoter-TSS (YLL065W)	protein_coding-promoter-TSS (YLL065W)	-272	YLL065W	YLL065W	YLL065W			YLL065W			protein_coding
SPT5_T15_R2_peak_522	X	424272	424498	+	29	NA	promoter-TSS (YJL005W)	protein_coding-promoter-TSS (YJL005W)	130	tL(UAA)J	tL(UAA)J	tL(UAA)J			SUP51			tRNA
SPT5_T15_R2_peak_876	XV	494322	494928	+	29	NA	promoter-TSS (YOR092W)	protein_coding-promoter-TSS (YOR092W)	-502	YOR092W	YOR092W	YOR092W			ECM3			protein_coding
SPT5_T15_R2_peak_176	IV	768192	768369	+	29	NA	promoter-TSS (YDR153C)	protein_coding-promoter-TSS (YDR153C)	-309	YDR153C	YDR153C	YDR153C			ENT5			protein_coding
SPT5_T15_R2_peak_502	X	157451	157971	+	29	NA	promoter-TSS (YJL134W)	protein_coding-promoter-TSS (YJL134W)	-166	YJL135W	YJL135W	YJL135W			YJL135W			protein_coding
SPT5_T15_R2_peak_899	XV	779541	780459	+	29	NA	promoter-TSS (YOR234C)	protein_coding-promoter-TSS (YOR234C)	-107	snR17a	snR17a	snR17a			snR17a			snoRNA
SPT5_T15_R2_peak_799	XIV	427062	427519	+	29	NA	promoter-TSS (YNL103W)	protein_coding-promoter-TSS (YNL103W)	-445	YNL103W	YNL103W	YNL103W			MET4			protein_coding
SPT5_T15_R2_peak_117	IV	106615	106959	+	29	NA	promoter-TSS (YDL195W)	protein_coding-promoter-TSS (YDL195W)	46	YDL196W	YDL196W	YDL196W			YDL196W			protein_coding
SPT5_T15_R2_peak_307	V	268429	268828	+	29	NA	promoter-TSS (YER056C)	protein_coding-promoter-TSS (YER056C)	-515	YER056C	YER056C	YER056C			FCY2			protein_coding
SPT5_T15_R2_peak_299	V	211746	212846	+	29	NA	promoter-TSS (YER028C)	protein_coding-promoter-TSS (YER028C)	-420	YER028C	YER028C	YER028C			MIG3			protein_coding
SPT5_T15_R2_peak_369	VII	165234	166435	+	29	NA	promoter-TSS (YGL179C)	protein_coding-promoter-TSS (YGL179C)	-743	YGL179C	YGL179C	YGL179C			TOS3			protein_coding
SPT5_T15_R2_peak_266	IX	316321	316609	+	29	NA	promoter-TSS (YIL018W)	protein_coding-promoter-TSS (YIL018W)	-303	YIL018W	YIL018W	YIL018W			RPL2B			protein_coding
SPT5_T15_R2_peak_212	IV	1241707	1243103	+	28	NA	promoter-TSS (YDR384C)	protein_coding-promoter-TSS (YDR384C)	-374	YDR384C	YDR384C	YDR384C			ATO3			protein_coding
SPT5_T15_R2_peak_573	XI	277912	278940	+	28	NA	promoter-TSS (YKL085W)	protein_coding-promoter-TSS (YKL085W)	145	YKL086W	YKL086W	YKL086W			SRX1			protein_coding
SPT5_T15_R2_peak_610	XII	108221	108997	+	28	NA	promoter-TSS (YLL019C)	protein_coding-promoter-TSS (YLL019C)	363	YLL018C-A	YLL018C-A	YLL018C-A			COX19			protein_coding
SPT5_T15_R2_peak_421	VII	788157	788819	+	28	NA	promoter-TSS (YGR148C)	protein_coding-promoter-TSS (YGR148C)	-543	YGR149W	YGR149W	YGR149W			YGR149W			protein_coding
SPT5_T15_R2_peak_797	XIV	405746	405963	+	28	NA	promoter-TSS (YNL117W)	protein_coding-promoter-TSS (YNL117W)	-290	YNL118C	YNL118C	YNL118C			DCP2			protein_coding
SPT5_T15_R2_peak_398	VII	560114	560458	+	28	NA	promoter-TSS (YGR037C)	protein_coding-promoter-TSS (YGR037C)	-292	YGR037C	YGR037C	YGR037C			ACB1			protein_coding
SPT5_T15_R2_peak_368	VII	149075	149397	+	28	NA	promoter-TSS (YGL188C-A)	protein_coding-promoter-TSS (YGL188C-A)	-272	YGL188C-A	YGL188C-A	YGL188C-A			YGL188C-A			protein_coding
SPT5_T15_R2_peak_234	IV	1459506	1459874	+	28	NA	promoter-TSS (YDR505C)	protein_coding-promoter-TSS (YDR505C)	-470	YDR505C	YDR505C	YDR505C			PSP1			protein_coding
SPT5_T15_R2_peak_616	XII	241787	242093	+	28	NA	promoter-TSS (YLR047C)	protein_coding-promoter-TSS (YLR047C)	-292	YLR048W	YLR048W	YLR048W			RPS0B			protein_coding
SPT5_T15_R2_peak_783	XIV	217313	217679	+	28	NA	promoter-TSS (YNL231C)	protein_coding-promoter-TSS (YNL231C)	-454	YNL231C	YNL231C	YNL231C			PDR16			protein_coding
SPT5_T15_R2_peak_235	IV	1468643	1469226	+	28	NA	promoter-TSS (YDR508C)	protein_coding-promoter-TSS (YDR508C)	-466	YDR510W	YDR510W	YDR510W			SMT3			protein_coding
SPT5_T15_R2_peak_510	X	236401	236856	+	28	NA	promoter-TSS (YJL100W)	protein_coding-promoter-TSS (YJL100W)	-272	YJL101C	YJL101C	YJL101C			GSH1			protein_coding
SPT5_T15_R2_peak_92	III	78271	78936	+	28	NA	promoter-TSS (YCL024W)	protein_coding-promoter-TSS (YCL024W)	-559	YCL024W	YCL024W	YCL024W			KCC4			protein_coding
SPT5_T15_R2_peak_435	VII	974239	974868	+	28	NA	promoter-TSS (YGR240C)	protein_coding-promoter-TSS (YGR240C)	224	YGR240C-A	YGR240C-A	YGR240C-A			YGR240C-A			protein_coding
SPT5_T15_R2_peak_697	XIII	169915	170186	+	28	NA	promoter-TSS (YML052W)	protein_coding-promoter-TSS (YML052W)	-296	YML053C	YML053C	YML053C			YML053C			protein_coding
SPT5_T15_R2_peak_939	XVI	188654	188909	+	28	NA	promoter-TSS (YPL189C-A)	protein_coding-promoter-TSS (YPL189C-A)	-268	YPL189C-A	YPL189C-A	YPL189C-A			COA2			protein_coding
SPT5_T15_R2_peak_842	XV	135715	136069	+	28	NA	promoter-TSS (YOL097W-A)	protein_coding-promoter-TSS (YOL097W-A)	-54	YOL098C	YOL098C	YOL098C			YOL098C			protein_coding
SPT5_T15_R2_peak_565	XI	203024	203469	+	28	NA	promoter-TSS (YKL127W)	protein_coding-promoter-TSS (YKL127W)	247	tK(CUU)K	tK(CUU)K	tK(CUU)K			tK(CUU)K			tRNA
SPT5_T15_R2_peak_761	XIII	886629	886883	+	28	NA	promoter-TSS (YMR306C-A)	protein_coding-promoter-TSS (YMR306C-A)	-184	YMR306C-A	YMR306C-A	YMR306C-A			YMR306C-A			protein_coding
SPT5_T15_R2_peak_849	XV	231928	234721	+	28	NA	exon (YOL052C, exon 1 of 1)	protein_coding-exon (YOL052C, exon 1 of 1)	312	YOL052C	YOL052C	YOL052C			SPE2			protein_coding
SPT5_T15_R2_peak_393	VII	483119	484394	+	27	NA	promoter-TSS (YGL007C-A)	protein_coding-promoter-TSS (YGL007C-A)	496	YGL007W	YGL007W	YGL007W			BRP1			protein_coding
SPT5_T15_R2_peak_185	IV	909215	909651	+	27	NA	promoter-TSS (YDR222W)	protein_coding-promoter-TSS (YDR222W)	-621	YDR222W	YDR222W	YDR222W			YDR222W			protein_coding
SPT5_T15_R2_peak_579	XI	355321	356302	+	27	NA	promoter-TSS (YKL043W)	protein_coding-promoter-TSS (YKL043W)	-511	YKL044W	YKL044W	YKL044W			YKL044W			protein_coding
SPT5_T15_R2_peak_221	IV	1345373	1345999	+	27	NA	promoter-TSS (YDR441C)	protein_coding-promoter-TSS (YDR441C)	39	YDR442W	YDR442W	YDR442W			YDR442W			protein_coding
SPT5_T15_R2_peak_168	IV	635743	636660	+	27	NA	promoter-TSS (YDR096W)	protein_coding-promoter-TSS (YDR096W)	326	YDR095C	YDR095C	YDR095C			YDR095C			protein_coding
SPT5_T15_R2_peak_617	XII	253173	253597	+	27	NA	promoter-TSS (YLR055C)	protein_coding-promoter-TSS (YLR055C)	-305	YLR055C	YLR055C	YLR055C			SPT8			protein_coding
SPT5_T15_R2_peak_128	IV	234203	234816	+	27	NA	promoter-TSS (YDL127W)	protein_coding-promoter-TSS (YDL127W)	-418	YDL127W	YDL127W	YDL127W			PCL2			protein_coding
SPT5_T15_R2_peak_319	V	342450	343424	+	27	NA	promoter-TSS (YER091C)	protein_coding-promoter-TSS (YER091C)	82	YER092W	YER092W	YER092W			IES5			protein_coding
SPT5_T15_R2_peak_595	XI	559438	559638	+	27	NA	promoter-TSS (YKR062W)	protein_coding-promoter-TSS (YKR062W)	-128	YKR062W	YKR062W	YKR062W			TFA2			protein_coding
SPT5_T15_R2_peak_113	IV	61617	62929	+	27	NA	promoter-TSS (YDL222C)	protein_coding-promoter-TSS (YDL222C)	262	YDL221W	YDL221W	YDL221W			YDL221W			protein_coding
SPT5_T15_R2_peak_714	XIII	321111	321773	+	27	NA	promoter-TSS (YMR023C)	protein_coding-promoter-TSS (YMR023C)	-223	tA(AGC)M1	tA(AGC)M1	tA(AGC)M1			tA(AGC)M1			tRNA
SPT5_T15_R2_peak_805	XIV	495191	495478	+	27	NA	promoter-TSS (YNL069C)	protein_coding-promoter-TSS (YNL069C)	-333	YNL069C	YNL069C	YNL069C			RPL16B			protein_coding
SPT5_T15_R2_peak_539	X	639097	639952	+	27	NA	promoter-TSS (YJR113C)	protein_coding-promoter-TSS (YJR113C)	-418	YJR115W	YJR115W	YJR115W			YJR115W			protein_coding
SPT5_T15_R2_peak_634	XII	510276	510956	+	27	NA	promoter-TSS (YLR176C)	protein_coding-promoter-TSS (YLR176C)	-384	YLR176C	YLR176C	YLR176C			RFX1			protein_coding
SPT5_T15_R2_peak_662	XII	796462	797211	+	27	NA	promoter-TSS (YLR333C)	protein_coding-promoter-TSS (YLR333C)	242	YLR334C	YLR334C	YLR334C			YLR334C			protein_coding
SPT5_T15_R2_peak_615	XII	234281	234915	+	27	NA	promoter-TSS (YLR044C)	protein_coding-promoter-TSS (YLR044C)	-517	YLR044C	YLR044C	YLR044C			PDC1			protein_coding
SPT5_T15_R2_peak_757	XIII	851808	852493	+	27	NA	promoter-TSS (YMR290C)	protein_coding-promoter-TSS (YMR290C)	-480	YMR291W	YMR291W	YMR291W			TDA1			protein_coding
SPT5_T15_R2_peak_47	II	378711	379029	+	27	NA	promoter-TSS (YBR069C)	protein_coding-promoter-TSS (YBR069C)	-437	YBR069C	YBR069C	YBR069C			TAT1			protein_coding
SPT5_T15_R2_peak_63	II	554752	555943	+	27	NA	Intergenic	Intergenic	-1037	YBR157C	YBR157C	YBR157C			ICS2			protein_coding
SPT5_T15_R2_peak_931	XVI	74965	75277	+	27	NA	promoter-TSS (YPL250C)	protein_coding-promoter-TSS (YPL250C)	-402	YPL250C	YPL250C	YPL250C			ICY2			protein_coding
SPT5_T15_R2_peak_922	XV	1028823	1029009	+	27	NA	promoter-TSS (YOR369C)	protein_coding-promoter-TSS (YOR369C)	-291	YOR369C	YOR369C	YOR369C			RPS12			protein_coding
SPT5_T15_R2_peak_959	XVI	450868	451337	+	27	NA	promoter-TSS (YPL058C)	protein_coding-promoter-TSS (YPL058C)	-725	YPL058C	YPL058C	YPL058C			PDR12			protein_coding
SPT5_T15_R2_peak_124	IV	212135	213510	+	27	NA	promoter-TSS (YDL138W)	protein_coding-promoter-TSS (YDL138W)	-529	YDL138W	YDL138W	YDL138W			RGT2			protein_coding
SPT5_T15_R2_peak_15	II	5784	6536	+	27	NA	TTS (YBL109W)	protein_coding-TTS (YBL109W)	370	YBL109W	YBL109W	YBL109W			YBL109W			protein_coding
SPT5_T15_R2_peak_29	II	193598	194227	+	27	NA	promoter-TSS (YBL015W)	protein_coding-promoter-TSS (YBL015W)	-210	YBL015W	YBL015W	YBL015W			ACH1			protein_coding
SPT5_T15_R2_peak_569	XI	230268	231115	+	26	NA	promoter-TSS (YKL110C)	protein_coding-promoter-TSS (YKL110C)	-811	YKL110C	YKL110C	YKL110C			KTI12			protein_coding
SPT5_T15_R2_peak_556	XI	127121	127303	+	26	NA	promoter-TSS (YKL171W)	protein_coding-promoter-TSS (YKL171W)	-263	YKL171W	YKL171W	YKL171W			NNK1			protein_coding
SPT5_T15_R2_peak_624	XII	390496	390828	+	26	NA	promoter-TSS (YLR121C)	protein_coding-promoter-TSS (YLR121C)	-392	YLR121C	YLR121C	YLR121C			YPS3			protein_coding
SPT5_T15_R2_peak_229	IV	1420454	1421021	+	26	NA	promoter-TSS (YDR481C)	protein_coding-promoter-TSS (YDR481C)	101	YDR482C	YDR482C	YDR482C			CWC21			protein_coding
SPT5_T15_R2_peak_277	V	6239	6492	+	26	NA	promoter-TSS (YEL075C)	protein_coding-promoter-TSS (YEL075C)	239	YEL074W	YEL074W	YEL074W			YEL074W			protein_coding
SPT5_T15_R2_peak_81	II	702266	702597	+	26	NA	promoter-TSS (YBR240C)	protein_coding-promoter-TSS (YBR240C)	-589	YBR240C	YBR240C	YBR240C			THI2			protein_coding
SPT5_T15_R2_peak_787	XIV	301077	302574	+	26	NA	promoter-TSS (YNL178W)	protein_coding-promoter-TSS (YNL178W)	-722	YNL179C	YNL179C	YNL179C			YNL179C			protein_coding
SPT5_T15_R2_peak_42	II	350850	351069	+	26	NA	promoter-TSS (YBR056W-A)	protein_coding-promoter-TSS (YBR056W-A)	132	tQ(UUG)B	tQ(UUG)B	tQ(UUG)B			tQ(UUG)B			tRNA
SPT5_T15_R2_peak_926	XVI	22107	22747	+	26	NA	promoter-TSS (YPL274W)	protein_coding-promoter-TSS (YPL274W)	-511	YPL274W	YPL274W	YPL274W			SAM3			protein_coding
SPT5_T15_R2_peak_631	XII	490589	491136	+	26	NA	TTS (YLR162W)	protein_coding-TTS (YLR162W)	456	YLR162W-A	YLR162W-A	YLR162W-A			RRT15			protein_coding
SPT5_T15_R2_peak_187	IV	930493	930892	+	26	NA	promoter-TSS (YDR233C)	protein_coding-promoter-TSS (YDR233C)	-335	YDR233C	YDR233C	YDR233C			RTN1			protein_coding
SPT5_T15_R2_peak_335	V	490991	491354	+	26	NA	promoter-TSS (YER158C)	protein_coding-promoter-TSS (YER158C)	-315	YER158W-A	YER158W-A	YER158W-A			YER158W-A			protein_coding
SPT5_T15_R2_peak_425	VII	856647	858120	+	26	NA	promoter-TSS (YGR181W)	protein_coding-promoter-TSS (YGR181W)	108	tL(CAA)G3	tL(CAA)G3	tL(CAA)G3			tL(CAA)G3			tRNA
SPT5_T15_R2_peak_968	XVI	526805	527645	+	26	NA	promoter-TSS (YPL014W)	protein_coding-promoter-TSS (YPL014W)	-322	YPL014W	YPL014W	YPL014W			YPL014W			protein_coding
SPT5_T15_R2_peak_621	XII	368316	369196	+	26	NA	promoter-TSS (YLR108C)	protein_coding-promoter-TSS (YLR108C)	-25	YLR109W	YLR109W	YLR109W			AHP1			protein_coding
SPT5_T15_R2_peak_342	VI	4502	5233	+	26	NA	promoter-TSS (YFL063W)	protein_coding-promoter-TSS (YFL063W)	-199	YFL063W	YFL063W	YFL063W			YFL063W			protein_coding
SPT5_T15_R2_peak_67	II	592896	593094	+	26	NA	promoter-TSS (YBR181C)	protein_coding-promoter-TSS (YBR181C)	-221	YBR181C	YBR181C	YBR181C			RPS6B			protein_coding
SPT5_T15_R2_peak_823	XIV	662094	664098	+	26	NA	exon (YNR017W, exon 1 of 1)	protein_coding-exon (YNR017W, exon 1 of 1)	183	YNR017W	YNR017W	YNR017W			TIM23			protein_coding
SPT5_T15_R2_peak_325	V	422376	423614	+	26	NA	promoter-TSS (YER130C)	protein_coding-promoter-TSS (YER130C)	-549	YER130C	YER130C	YER130C			COM2			protein_coding
SPT5_T15_R2_peak_178	IV	806069	806503	+	26	NA	promoter-TSS (YDR171W)	protein_coding-promoter-TSS (YDR171W)	-335	YDR171W	YDR171W	YDR171W			HSP42			protein_coding
SPT5_T15_R2_peak_649	XII	665147	665642	+	26	NA	promoter-TSS (YLR259C)	protein_coding-promoter-TSS (YLR259C)	-392	YLR259C	YLR259C	YLR259C			HSP60			protein_coding
SPT5_T15_R2_peak_728	XIII	472855	473069	+	26	NA	promoter-TSS (YMR102C)	protein_coding-promoter-TSS (YMR102C)	302	YMR103C	YMR103C	YMR103C			YMR103C			protein_coding
SPT5_T15_R2_peak_231	IV	1434410	1434628	+	26	NA	promoter-TSS (YDR490C)	protein_coding-promoter-TSS (YDR490C)	-251	YDR490C	YDR490C	YDR490C			PKH1			protein_coding
SPT5_T15_R2_peak_493	X	75490	75786	+	26	NA	promoter-TSS (YJL189W)	protein_coding-promoter-TSS (YJL189W)	-295	YJL189W	YJL189W	YJL189W			RPL39			protein_coding
SPT5_T15_R2_peak_527	X	525862	526216	+	26	NA	promoter-TSS (YJR047C)	protein_coding-promoter-TSS (YJR047C)	-296	YJR048W	YJR048W	YJR048W			CYC1			protein_coding
SPT5_T15_R2_peak_549	XI	38301	38589	+	26	NA	promoter-TSS (YKL210W)	protein_coding-promoter-TSS (YKL210W)	-292	YKL211C	YKL211C	YKL211C			TRP3			protein_coding
SPT5_T15_R2_peak_193	IV	1013859	1014145	+	26	NA	promoter-TSS (YDR276C)	protein_coding-promoter-TSS (YDR276C)	-359	YDR276C	YDR276C	YDR276C			PMP3			protein_coding
SPT5_T15_R2_peak_378	VII	323681	324912	+	26	NA	Intergenic	Intergenic	-1035	YGL096W	YGL096W	YGL096W			TOS8			protein_coding
SPT5_T15_R2_peak_356	VI	255357	256190	+	26	NA	promoter-TSS (YFR053C)	protein_coding-promoter-TSS (YFR053C)	-724	YFR053C	YFR053C	YFR053C			HXK1			protein_coding
SPT5_T15_R2_peak_371	VII	197133	198063	+	26	NA	promoter-TSS (YGL162W)	protein_coding-promoter-TSS (YGL162W)	-540	YGL162W	YGL162W	YGL162W			SUT1			protein_coding
SPT5_T15_R2_peak_313	V	295164	295350	+	25	NA	promoter-TSS (YER069W)	protein_coding-promoter-TSS (YER069W)	-153	YER069W	YER069W	YER069W			ARG5,6			protein_coding
SPT5_T15_R2_peak_494	X	89979	90588	+	25	NA	promoter-TSS (YJL177W)	protein_coding-promoter-TSS (YJL177W)	-186	YJL178C	YJL178C	YJL178C			ATG27			protein_coding
SPT5_T15_R2_peak_988	XVI	789653	789835	+	25	NA	promoter-TSS (YPR126C)	protein_coding-promoter-TSS (YPR126C)	-339	YPR127W	YPR127W	YPR127W			YPR127W			protein_coding
SPT5_T15_R2_peak_863	XV	382975	383419	+	25	NA	TTS (YOR027W)	protein_coding-TTS (YOR027W)	1223	YOR028C	YOR028C	YOR028C			CIN5			protein_coding
SPT5_T15_R2_peak_856	XV	304138	305142	+	25	NA	promoter-TSS (YOL011W)	protein_coding-promoter-TSS (YOL011W)	-657	YOL012C	YOL012C	YOL012C			HTZ1			protein_coding
SPT5_T15_R2_peak_93	III	122629	124151	+	25	NA	promoter-TSS (YCR006C)	protein_coding-promoter-TSS (YCR006C)	258	tP(AGG)C	tP(AGG)C	tP(AGG)C			SUF2			tRNA
SPT5_T15_R2_peak_225	IV	1365879	1367341	+	25	NA	promoter-TSS (YDR453C)	protein_coding-promoter-TSS (YDR453C)	217	YDR454C	YDR454C	YDR454C			GUK1			protein_coding
SPT5_T15_R2_peak_846	XV	216264	216655	+	25	NA	promoter-TSS (YOL059W)	protein_coding-promoter-TSS (YOL059W)	-322	YOL060C	YOL060C	YOL060C			MAM3			protein_coding
SPT5_T15_R2_peak_77	II	662100	662853	+	25	NA	promoter-TSS (YBR218C)	protein_coding-promoter-TSS (YBR218C)	-227	YBR218C	YBR218C	YBR218C			PYC2			protein_coding
SPT5_T15_R2_peak_242	IV	1524858	1525469	+	25	NA	promoter-TSS (YDR543C)	protein_coding-promoter-TSS (YDR543C)	-230	YDR543C	YDR543C	YDR543C			YDR543C			protein_coding
SPT5_T15_R2_peak_450	VIII	54923	56297	+	25	NA	exon (YHL025W, exon 1 of 1)	protein_coding-exon (YHL025W, exon 1 of 1)	759	YHL025W	YHL025W	YHL025W			SNF6			protein_coding
SPT5_T15_R2_peak_411	VII	726661	726852	+	25	NA	promoter-TSS (YGR117C)	protein_coding-promoter-TSS (YGR117C)	-218	YGR118W	YGR118W	YGR118W			RPS23A			protein_coding
SPT5_T15_R2_peak_449	VIII	50683	50888	+	25	NA	promoter-TSS (YHL027W)	protein_coding-promoter-TSS (YHL027W)	-326	YHL027W	YHL027W	YHL027W			RIM101			protein_coding
SPT5_T15_R2_peak_9	I	70957	71545	+	25	NA	promoter-TSS (YAL038W)	protein_coding-promoter-TSS (YAL038W)	-535	YAL038W	YAL038W	YAL038W			CDC19			protein_coding
SPT5_T15_R2_peak_895	XV	742284	742528	+	25	NA	promoter-TSS (YOR211C)	protein_coding-promoter-TSS (YOR211C)	-504	YOR212W	YOR212W	YOR212W			STE4			protein_coding
SPT5_T15_R2_peak_457	VIII	148809	149129	+	25	NA	promoter-TSS (YHR021C)	protein_coding-promoter-TSS (YHR021C)	-256	YHR021W-A	YHR021W-A	YHR021W-A			ECM12			protein_coding
SPT5_T15_R2_peak_912	XV	903986	904462	+	25	NA	promoter-TSS (YOR314W-A)	protein_coding-promoter-TSS (YOR314W-A)	-234	YOR314W-A	YOR314W-A	YOR314W-A			YOR314W-A			protein_coding
SPT5_T15_R2_peak_516	X	355431	355819	+	25	NA	promoter-TSS (YJL045W)	protein_coding-promoter-TSS (YJL045W)	169	tD(GUC)J2	tD(GUC)J2	tD(GUC)J2			tD(GUC)J2			tRNA
SPT5_T15_R2_peak_810	XIV	518792	519228	+	25	NA	promoter-TSS (YNL054W-A)	protein_coding-promoter-TSS (YNL054W-A)	159	tD(GUC)N	tD(GUC)N	tD(GUC)N			tD(GUC)N			tRNA
SPT5_T15_R2_peak_27	II	164126	165549	+	25	NA	promoter-TSS (YBL029C-A)	protein_coding-promoter-TSS (YBL029C-A)	-65	YBL029C-A	YBL029C-A	YBL029C-A			YBL029C-A			protein_coding
SPT5_T15_R2_peak_532	X	578150	578947	+	25	NA	promoter-TSS (YJR077C)	protein_coding-promoter-TSS (YJR077C)	-312	YJR078W	YJR078W	YJR078W			BNA2			protein_coding
SPT5_T15_R2_peak_871	XV	443663	444451	+	25	NA	promoter-TSS (YOR062C)	protein_coding-promoter-TSS (YOR062C)	-526	YOR062C	YOR062C	YOR062C			YOR062C			protein_coding
SPT5_T15_R2_peak_370	VII	190268	191232	+	24	NA	promoter-TSS (YGL166W)	protein_coding-promoter-TSS (YGL166W)	-282	YGL167C	YGL167C	YGL167C			PMR1			protein_coding
SPT5_T15_R2_peak_405	VII	625299	625560	+	24	NA	promoter-TSS (YGR067C)	protein_coding-promoter-TSS (YGR067C)	-643	YGR067C	YGR067C	YGR067C			YGR067C			protein_coding
SPT5_T15_R2_peak_262	IX	257225	257542	+	24	NA	promoter-TSS (YIL052C)	protein_coding-promoter-TSS (YIL052C)	-320	YIL052C	YIL052C	YIL052C			RPL34B			protein_coding
SPT5_T15_R2_peak_689	XIII	69584	70544	+	24	NA	promoter-TSS (YML100W)	protein_coding-promoter-TSS (YML100W)	24	YML101C	YML101C	YML101C			CUE4			protein_coding
SPT5_T15_R2_peak_995	XVI	860401	860792	+	24	NA	promoter-TSS (YPR159C-A)	protein_coding-promoter-TSS (YPR159C-A)	-181	YPR159C-A	YPR159C-A	YPR159C-A			YPR159C-A			protein_coding
SPT5_T15_R2_peak_30	II	202432	203352	+	24	NA	promoter-TSS (YBL011W)	protein_coding-promoter-TSS (YBL011W)	-646	YBL011W	YBL011W	YBL011W			SCT1			protein_coding
SPT5_T15_R2_peak_973	XVI	586225	586441	+	24	NA	promoter-TSS (YPR013C)	protein_coding-promoter-TSS (YPR013C)	-748	YPR013C	YPR013C	YPR013C			CMR3			protein_coding
SPT5_T15_R2_peak_517	X	360640	361087	+	24	NA	promoter-TSS (YJL042W)	protein_coding-promoter-TSS (YJL042W)	-386	YJL042W	YJL042W	YJL042W			MHP1			protein_coding
SPT5_T15_R2_peak_693	XIII	119039	119493	+	24	NA	promoter-TSS (YML075C)	protein_coding-promoter-TSS (YML075C)	-368	YML075C	YML075C	YML075C			HMG1			protein_coding
SPT5_T15_R2_peak_674	XII	932000	932690	+	24	NA	promoter-TSS (YLR406C)	protein_coding-promoter-TSS (YLR406C)	10	YLR406C-A	YLR406C-A	YLR406C-A			YLR406C-A			protein_coding
SPT5_T15_R2_peak_779	XIV	137963	138403	+	24	NA	promoter-TSS (YNL268W)	protein_coding-promoter-TSS (YNL268W)	-367	YNL268W	YNL268W	YNL268W			LYP1			protein_coding
SPT5_T15_R2_peak_144	IV	416962	417165	+	24	NA	promoter-TSS (YDL020C)	protein_coding-promoter-TSS (YDL020C)	-355	YDL020C	YDL020C	YDL020C			RPN4			protein_coding
SPT5_T15_R2_peak_659	XII	781498	781772	+	24	NA	promoter-TSS (YLR325C)	protein_coding-promoter-TSS (YLR325C)	-256	YLR325C	YLR325C	YLR325C			RPL38			protein_coding
SPT5_T15_R2_peak_394	VII	515922	516555	+	24	NA	promoter-TSS (YGR014W)	protein_coding-promoter-TSS (YGR014W)	-705	YGR014W	YGR014W	YGR014W			MSB2			protein_coding
SPT5_T15_R2_peak_191	IV	976332	976835	+	24	NA	promoter-TSS (YDR259C)	protein_coding-promoter-TSS (YDR259C)	646	YDR260C	YDR260C	YDR260C			SWM1			protein_coding
SPT5_T15_R2_peak_23	II	116608	117245	+	24	NA	promoter-TSS (YBL054W)	protein_coding-promoter-TSS (YBL054W)	-97	YBL055C	YBL055C	YBL055C			YBL055C			protein_coding
SPT5_T15_R2_peak_303	V	242108	242571	+	24	NA	promoter-TSS (YER045C)	protein_coding-promoter-TSS (YER045C)	-838	YER045C	YER045C	YER045C			ACA1			protein_coding
SPT5_T15_R2_peak_953	XVI	370546	370881	+	24	NA	promoter-TSS (YPL093W)	protein_coding-promoter-TSS (YPL093W)	-50	YPL094C	YPL094C	YPL094C			SEC62			protein_coding
SPT5_T15_R2_peak_954	XVI	404187	404684	+	24	NA	promoter-TSS (YPL081W)	protein_coding-promoter-TSS (YPL081W)	-352	YPL082C	YPL082C	YPL082C			MOT1			protein_coding
SPT5_T15_R2_peak_256	IX	177573	177843	+	24	NA	promoter-TSS (YIL099W)	protein_coding-promoter-TSS (YIL099W)	-27	YIL100C-A	YIL100C-A	YIL100C-A			YIL100C-A			protein_coding
SPT5_T15_R2_peak_620	XII	366279	366507	+	24	NA	TTS (YLR108C)	protein_coding-TTS (YLR108C)	158	snR6	snR6	snR6			snR6			snRNA
SPT5_T15_R2_peak_104	III	227859	229085	+	24	NA	promoter-TSS (YCR064C)	protein_coding-promoter-TSS (YCR064C)	33	YCR064C	YCR064C	YCR064C			YCR064C			protein_coding
SPT5_T15_R2_peak_843	XV	160660	161965	+	24	NA	promoter-TSS (YOL085W-A)	protein_coding-promoter-TSS (YOL085W-A)	-267	YOL085W-A	YOL085W-A	YOL085W-A			YOL085W-A			protein_coding
SPT5_T15_R2_peak_626	XII	439623	440207	+	24	NA	promoter-TSS (YLR149C)	protein_coding-promoter-TSS (YLR149C)	-92	YLR149C	YLR149C	YLR149C			YLR149C			protein_coding
SPT5_T15_R2_peak_928	XVI	40327	40736	+	24	NA	promoter-TSS (YPL265W)	protein_coding-promoter-TSS (YPL265W)	-512	YPL265W	YPL265W	YPL265W			DIP5			protein_coding
